username,published_at,comment
@만두찐빵-f7u,2025-03-12T12:28:56Z,외국은 미성년자랑 사귀면 성관계가 없어도 사회에서 격리 당하나요??? 사랑이 불가능한가요?
@ryu_ryu2431,2025-03-12T12:28:36Z,Tolong update terus kelanjutan beritanya mas Hansol
@rossakamila7573,2025-03-12T12:26:35Z,"gw habis baca rame2 di X, langsung lari kesini tyt bener mas hansol udh up. Thx mas hansoll"
@amaniamdn8308,2025-03-12T12:26:13Z,mas hansol cus update lagi... ada bukti foto baru muncul lagi...
@SriSunarti-od4jk,2025-03-12T12:20:01Z,"Wah mas hansol selalu update, tadi siang pas baca berita itu langsung lihat di YT mas hansol akan bikin video soal ini ndak"
@griyashantak-304,2025-03-12T12:19:59Z,"Si reporter dajjal tu ngga punya anak istri apa ya?? 😢😢😢 Bayangin aja lah makan dr hasil ""nyiksa"" org lain 💸💸💸 apa ya bakal tenang hidupnya.."
@asihdwiramadhani,2025-03-12T12:17:08Z,🥺🥺🥺
@WidyaFitrianiPurbaya,2025-03-12T12:12:36Z,"gua lemes bgt..
pembangunan citra KSH keren bgt, tanpa cacat.."
@rayyanahali3621,2025-03-12T12:11:42Z,Kim saeron meninggal karena apa ya? 😢
@ava7571,2025-03-12T12:11:13Z,"wartawan jahat = yes. KSH & agency kejam = yes. Tapi tanpa dukungan haters/netizens, Kim Sae Ron tidak akan putus asa sampai bund*r."
@startlight_,2025-03-12T12:10:05Z,kak update dong katanya choi hyunwook ikut di mobil saeron kasus dui?
@fitrianajunior9326,2025-03-12T12:09:19Z,Klo aku ya aku g mau menghate atau buli org. Cos dampaknya ngeri sampe bundir. Aku g mau aja nanti ada kasus lagi. Klo mang KSH salah ya udh ptoses hukum. G usah kita ikut buli
@rossyrachmaj.8141,2025-03-12T12:08:43Z,"ganteng, kalau ngga berengsek, gay. ini nambah Pedo hadeuhh"
@adinurhabib2424,2025-03-12T12:08:01Z,"Nonton korea agak kurang suka  ,tapi film2 tertentu ceritanya bagus menurutku aku nonton.
Film2 korea ,musiknya di sukai karna ganteng2 ,cantik2.
Kalau cuma melihat dari luar saja ,kita bisa tertipu dengan panampilan,
Tapi kita tidak tau sifatnya kayak gmana.
Di sini kita belajar ,bahwa apa yg indah itu ,blm tentu indah,
Terlihat jelek blm tentu jelek."
@katresnanafak492,2025-03-12T12:07:28Z,Gw baru tau cara baca kimsoohyun itu bukn kim soo hyun😂
@kkitoo02,2025-03-12T12:06:57Z,Kayanya dari baju nya maha ya foto ke 2 itu di ambil barengan sma foto yg pertama ya ga si soalnya baju mereka sama di 2 foto itu
@fayyazanaa,2025-03-12T12:06:14Z,"keluarganya (ortunya) ga kalah jahat sama si saeron kak. dia dieksploitasi kerja sejak umur 1 tahun, jadi tulang punggung keluarga, diperas, pernah baca rumor di naver duly ibunya pernah ngajak s word bareng anak anaknya juga. sakit jg ibunya itu. boro boro keluarganya mau ngelindungin dari ksh yang brengsek itu, makanya kasian banget si saeron"
@sharolsthings1952,2025-03-12T12:05:32Z,"Aku gak bela KSH tapi please jangan telalu hate comment, karena jangan menimbulkan korban lain lagi, lucu aja knpa media² ini keluarin semua bukti setelah Kim Sae Ron meninggal, pas dia up satu foto di Ig gak ada yg langsung membenarkan apa yang dia unggah. sangat miris bgt pas Kim Sae Ron sedang berjuang semua menutup mata itu yang sgt di sayangkan 😢"
@jaechanie,2025-03-12T12:04:25Z,"God, this is a crazy case"
@Lia-c4n1,2025-03-12T12:04:16Z,Pliess update terus mas hansoel
@pinkvanilla09,2025-03-12T12:01:40Z,"istirahat dalam damai saeron artis korea pertama yang aku tau🌷, semoga kamu akan mendapatkan keadilan"
@AktivitasTKdanPAUDbyKafemfem,2025-03-12T12:01:36Z,Profesi youtuber = detektif .
@rohmawati1832,2025-03-12T12:00:20Z,Drakor Unmasked versi nyata ga seh rek..
@antonio83,2025-03-12T12:00:17Z,Try to take a look at the story of the fourteen-year-old Macron...
@nublahpermata5367,2025-03-12T11:59:45Z,Youtube garosero yg mana sih?? Ada kah yg punya link nya?
@cloudbread25,2025-03-12T11:57:29Z,Kim soohyun benar benar memanfaatkan kepolosan dan memanipulasi pikiran saeron 😢
@AgnesiaSinaga-w3n,2025-03-12T11:57:21Z,Dia kecelakaan setelah jadi mantan? Trus agensi si cowok/mantan nuntut 700 jt. Trus si cewek minta tolong dgn si mantan?
@RutPratiwiMasudara,2025-03-12T11:57:10Z,Makasi mas Hansol untuk informasinyaaa...
@helenacorelly98,2025-03-12T11:54:12Z,mas hansol nunggu part 2
@mactans80,2025-03-12T11:53:22Z,Smoga ga ngefek k GOOD DAY ya... terlepas bnr ga nya ...
@srihandayani-yq6zi,2025-03-12T11:53:08Z,terima kasih sudah update
@fikrijuventino,2025-03-12T11:52:29Z,Definisi nyata Devil with an Angel face.. 😮
@fanda921,2025-03-12T11:52:28Z,Doain mendiang KSR🙏😭 sedih bgt. Walaupun udah terlambat bgt tapi Terima kasih karna kebenaran telah terungkap
@nitamuhajir3686,2025-03-12T11:51:11Z,Knp KSR pergi ke indo aja uda pasti jg artis atau vloger
@wiwitdimas7517,2025-03-12T11:50:43Z,Verity show-nya GD yang baru juga release eps 2 Good day udah ga ada lagi...curiga karena GD kan emang baik..jadinya dibatalin tayang karena nih
@nisath7790,2025-03-12T11:50:15Z,"Brengs*ek juga ya kim soo hyun,,, semenjak scandal terakhir sm almh suli, aku ga suka sam dia, pas denger kaya bgni ih makin yakin ku boikot dalam list kdrama ku 😅😂
Semoga ada titik terang untuk kim saeron 😢"
@arfyusful,2025-03-12T11:49:12Z,"Eman bunuh diri, mestinya datang aja k Indonesia pasti laku keras, ikut FTV atau suara hati istri pasti laku, artis cantik gitu kok.
Peter pan yg sdh masuk penjara aja tetap laku, anaknya A.dani yg nabrak orang mati 7 aja tetap laku."
@endanglestari7935,2025-03-12T11:45:58Z,"15 tahun da ngerti pacaran yaaaa sedih tapi lucu + ngenes 15 tahun pacaran, kita umur gitu sibuk nonton kartun aja"
@ugiedesu,2025-03-12T11:42:52Z,Emg KSR itu awal nya knapa sih koq bs hutang sebanyak itu
@desiyahya999,2025-03-12T11:42:38Z,"Kaget banget sumpah dnger berita ini
Aq yg slalu ngikutin drakor2 ny kimsoohyun gk nyangka bgt
Agak laen kimsoohyun trnyta"
@riaasihrizkia2258,2025-03-12T11:36:26Z,"Klo ada berita simpang siur dr korea..aku langsung nyarinya mas hansol.Langsung dikasih paham,lugas jg bijak cara nyampein infonya.Jd kita gampang ngerti..Kamsahamnida Mas Hansol 🙏😊🫶"
@dilazaskia7003,2025-03-12T11:35:14Z,"Ngeri ya,,,aku yg selalu punya fikiran ah gak mungkin mereka para artis,idol dr manapun sesempurna itu karna ya kita cuma manusia😅😅😅"
@siapa4860,2025-03-12T11:33:45Z,Yutub sih behind master udah gak ada yah ?
@almitratyas462,2025-03-12T11:32:29Z,"Kaget waktu baca berita Saeron kena kasus DUI, kaget banget liat beritanya Saeron meninggal, berita kali ini lebih ngagetin lagi. Kasian banget Saeron korban child grooming"
@ismibungsu96,2025-03-12T11:31:27Z,"Dari yg aku simpulkan kasus Kim Sae Ron, ""mantan"" nya itu berubah jadi jahat sama mendiang KSR, makanya kalo ada urusan apapun sama mantan mending diakhiri semuanya..."
@ridareed1428,2025-03-12T11:29:26Z,Yg masih bingung itu tiba2 ada hutang 700krw dari mana? Pinjaman kah atau apa? Aku masih ga mudeng
@nonecrwtu,2025-03-12T11:25:43Z,aku harap semoga setidaknya semasa hidupnya mendiang pernah merasakan kebahagiaan meskipun sebentar😢
@hongpowpow,2025-03-12T11:25:21Z,Sedih banget ya Tuhan...... emg udah sakit itu orang anjir
@evaa.4,2025-03-12T11:23:18Z,merinding sih ini dengerin nya sambil buka puasa dibuat makin shock lagi sama keputusan KSH buat ga dateng ke pemakaman orang yang terbilang cukup dekat sama dia😢
@fwzjjjkfcv,2025-03-12T11:23:02Z,kkita tau kalo kim soo hyun itu artis termahal & dia gamau turun imej gara gara kim sae ron segitunya mengejar duniawi astafa apakabar gue kerja sehari hari budak korpo ga menghasilkan apa apa kim soo hyun syuting ga sampe setahun bisa dibayar 16milyar krw atau 16M tuh lupa
@erysupratono9491,2025-03-12T11:22:35Z,kalau emng beneran...ya biza lah kena sanksi sosial...
@luvitaaqilahkhansa2532,2025-03-12T11:21:48Z,Nyetir dlm kondisi mabuk segitu nya berpengaruh ke karir nya. Di Indonesia pasti udh klarifikasi paling viral 2minggu. Abis itu yaudah ttp terkenal tuh artis.
@NadiaAulia6002,2025-03-12T11:21:37Z,"Padahal kalau KSH itu baik ya, walaupun KSR gak kerja lg jd aktris, dia bisa kerja sebagai aktris director 😢😢😢😢"
@Almondtofurylu,2025-03-12T11:20:56Z,Bener2 baru kali ini speechless sama kasus di Korsel 🥺
@tarishaaulia795,2025-03-12T11:20:34Z,"Dr awal jg udh ga beretika sebelum ada masalah ini, buktinya gada tuh dia ngelayat saeron"
@Aprilia871,2025-03-12T11:20:18Z,ADA UNTUNGNYA JG KLO NONTON DRAKOR MILIH² POKOKNYA KLO AKTOR OR AKTRISNYA DI GW GA SREK MAU SEBAGUS APAPUN DRAMANYA  GAAKAN GW TONTON CUKUP JONGKII AJA YG BUAT GW KECEWA PLISSS😢😢
@dks12-p6s,2025-03-12T11:20:02Z,"Aku inget berita dia kerja part time, waktu itu semua org memberikan komentar negatif, bener lo katanya itu dulu dia cuma numpang pansos, dibilang pergi judi, dll"
@YemimakasihLombu-vi6gv,2025-03-12T11:19:33Z,"Yaawlah somennn, tega bener lu 😭😭😭"
@RirinRusdianti-h4z,2025-03-12T11:19:20Z,"Apapun masalahnya,,bunuh diri adalah keputusanya.karena semua orang punya masalahnya😢"
@mjshary4085,2025-03-12T11:19:09Z,"Benar2 memiluhkan kisah KSR..tapi yg lebih memiluhka adalah media korea. Di saat KSR berbuat salah media gencar memberitakan dia dimana2, bahkan disaat dia mencoba bangkit dan kembali, media dan netizen korea memojokkan dia. Tanpa ada 1 pun menerima perminantaan maaf KSR. Sekarang saat KSR sudah beristirahat dgn tenang, kembali media2 ini berlomba2 memberitakan kebaikan dan kemalangan KSR. Sungguh menyeramkan netizen dan media korea. Semoga KSR beristirahat dengan damai"
@katakurnia,2025-03-12T11:19:00Z,Kasihan banget SAE ron
@rizuka.1,2025-03-12T11:18:18Z,Awal kehancuran kim soohyun
@AzzA-bn4ik,2025-03-12T11:18:04Z,Ditunggu lanjutan nya 🙏🏻
@diamond-fp3dg,2025-03-12T11:17:24Z,Artis2 gold medalist apa ga ketar ketir punya bos kyk gtu? Mana lee chaemin masuk situ lagi dia ga red flag jg kn😢
@WulandariYuni-kx9ne,2025-03-12T11:17:13Z,Buka YouTube cuma buat cari berita ini via mas hansol
@AngerWrathful,2025-03-12T11:16:37Z,pedo njirr
@vinavrisilia3428,2025-03-12T11:12:56Z,Dispatch udah rilis☝️
@Juliana-m9f,2025-03-12T11:10:22Z,Kim so Hyun pidopil dong😢macarin bocil😢
@sehuncrush,2025-03-12T11:07:57Z,media korea beneran busuk bgt ye kek di drama2
@stevendaniel8466,2025-03-12T11:07:43Z,"Saat ini orang2 bersimpati dngan KSR yg sayang saat sdah meninggal 

Jdi ingat yg foto itu beuh ngeri yg hina KSR, netizen indo juga tahap menghinanya juga ngeri sama dngan netizen korea

Mngkin yg bersimpati dan menghina bisa jadi orang yg sama krena suka drakor"
@botaksis7128,2025-03-12T11:07:07Z,Habis wang talu terbit la kim soo hyun.emang yg paling bener tu ngefans sewajarnya aja.
@funfact1789,2025-03-12T11:06:36Z,"Klo bener cerita ini parah bgt brrti soohyun yaa, masa anak 15tahun udh diajak pacaran sm dia yg umurnya 27.. kek pedofil..parah sih.. klo mau sm bocil tunggu dia gede..apalgi bocil masih labil pasti klo ada masalah mental nya jd gak sehat"
@dinimaharani4063,2025-03-12T11:01:25Z,emang niatnya ngancurin ksr secara perlahan nih jahat banget lu gae sae kki ksh 🤬
@fwzjjjkfcv,2025-03-12T11:00:49Z,alkohol buat depresi. saya waktu kuliah di luar 3x minum minum alhasil saya yang uda temperamen jadi lebih temperamen lagi… apalagi saya kondisu skripsi bahasa asing full (perfeksionis) jadi emang sempet mau bunuh diri bahkan dan itu lebih parah dari depresi saya sebelumnya… setelah balik indo efeknya hilang berbulan bulan kapok
@misseka,2025-03-12T10:59:21Z,Keluarga tau mereka pacaran..
@faniriviani315,2025-03-12T10:56:57Z,"Di youtube nya garosero yg up tentang Kim Soo Hyun ada up bukti2 baru lagi, please translate in lagi kak ke bahasa indo"
@Queana_Rahayu,2025-03-12T10:51:21Z,"Entah kebetulan atau apa, tapi kenapa aku mikirnya ksr sengaja pilih tgl itu untuk mengakhiri hidupnya seolah² dia pengen ditgl itu orang² inget soal kem4tiannya, bukan ultah ksh & ksh gak bakal bisa ngerayain ultahnya dg tenang karena bayang² ksr, apalagi sebelum ksr meninggal dia mau jalan sama temennya kan, kayak sengaja buat janji ditgl itu supaya j4sad dia ketemu dihari itu jg lewat temennya, kalau dia gak buat janji ketemu kemungkinan baru terkuak dia bvndir beberapa hari kemudian kan, soalnya dia tinggal sendiri..ini cuma opini aku aja, tapi kalau apa yg disampaikan divideo itu benar, semoga segera terkuak semua bukti²nya & pihak yg menekan ksr bisa mendapat hukuman setimpal."
@karuniabikes,2025-03-12T10:49:49Z,Kim Soo Hyun cuman memanfaatkan Kim Sae Ron saja..begitulah entertainment business di Korsel sono..kejam. harusnya Agency bisa mengcover dan membimbing artis yang bertalenta..bukan malah ikut memojokkan dgn kasih denda segede gedenya. Di sini aja Artis nglakuin kesalahan masih bisa comeback..disana behhh
@lemon_kami,2025-03-12T10:49:11Z,Nggak membela KSH. Ini bukti buruk pacaran. Sudah 6 tahun kalau putus bisa bikin salah 1 hancur. Tapi kalau bertahan salah 1 juga bisa hancur.
@SuciPuspitasari-b3r,2025-03-12T10:48:01Z,Orang orang terdekatnya waktu tau kim saeron pacaran diusia segitu sama kim so hyun ga ada yg negor kah ga ada yg larang kah.atau gimana gituuu.
@kyosstory,2025-03-12T10:47:46Z,bang translate yg terbaru dri youtube hoverland 🙏🙏
@pancibelanga,2025-03-12T10:46:35Z,"Lagi2 kasus perempuan akan didengar, saat dia uda gak ada lagi 😢😢😢"
@ivo4672,2025-03-12T10:45:29Z,"Aku percaya bibinya KSR karna dia berani mempertaruhkan nyawanya dia tidak peduli dgn suara samaran atau apapun demi nama baik ponakannya, malah orgtua KSR masih takut, kasian KSR"
@lighttaretty8297,2025-03-12T10:44:57Z,Tante nya say keponakan ku jatuh bahkan pergi selamanya. Si laki hrs merasakan juga.
@riskapebriyanti8212,2025-03-12T10:44:06Z,Aku bayangin hidupnya klo jdi kim sae ron bner bner sedih & sakit bangtttt pasti ada cerita di balik semuanya. Tau kim sae ron pas masih kecil di drama i can hear your voice yg punya ibu tunarungu..
@riana8829,2025-03-12T10:40:09Z,"capek ngidolain orang semuanya busuk. Paling bener ngidolain diri sendiri, at least gue tau batasan gila gue. Ga sampe pacaran sm anak kecil."
@inka4872,2025-03-12T10:39:31Z,🙏🏼
@tepo0730,2025-03-12T10:38:12Z,takut banget klo kasusnya si somen ini karirnya gak knp knp krna mentang mentabg dia artis kelas kakap 😢😮
@Laurss04,2025-03-12T10:36:59Z,"Tak tunggu"" wkwk"
@tataayuoktavia6087,2025-03-12T10:36:30Z,"Kita emg butuh mas hansol untuk asupan berita korea yg bener2 konkretttt parahhh. Soalnya jujur meski baca di ig,x dll gw ttep agak ngang ngong. Kalo mas hansol yg jelasin lgsg ‘oh siapp pahamm’. Thankyou mas hansol, lancar rejeki dan subscribernya🫶🏻"
@dwiry7,2025-03-12T10:33:15Z,"Jujur kecewa banget sama kim soo hyun kalo sampe benar beritanya. Padahal lumayan suka kim soo hyun, udah nonton beberapa karya nya juga dan waktu dulu di running man padahal lucu. Tapi tetap turut berduka untuk Sae Ron"
@anyachiro5142,2025-03-12T10:31:48Z,"Jahat, licik ya tu cowok kasian saeron di manfaatin habis""San kalo ada yg masih bela itu aktor parah sih"
@septiaulianakaputri7715,2025-03-12T10:28:55Z,"Mas KSH ko aslinya gini , pdahal fans banget sma dia dari main di my love from the star ,"
@hy_jiahy,2025-03-12T10:27:32Z,Stress somen
@FSY233,2025-03-12T10:26:45Z,Kasian banget saeron 😢
@Redmilo7,2025-03-12T10:26:44Z,Reporternya jahat juga ya
@rarasshhiii8379,2025-03-12T10:25:37Z,"Sampai detik ini, aku masih bangga jadi fans beratnya kim sae ron dan masih ga nyangka dia udah nggak ada. Marah benget sama orang2 yang ngejudge dia habis2an bahkan sampai sekarang. Udah tahulah gimana artis itu kelakuannya, nggak punya hati seenggaknya sebagai kolega dalam agensi yg sama. Untung banget aku memang ga suka sama KSH sejak dulu. Setelah dia nggak ada semua orang sok2an jadi manusia paling suci dan turut berbela sungkawa. Basi!

Lihat anak baik, periang, cantik, dan bertalenta kayak Saeron bikin aku bersyukur bisa jadi fans dia. Seenggaknya sekarang dia mengungkap siapa artis itu sebenarnya bahkan setelah dia udah nggak ada. 

Rest in piece Kim Saeron😔"
@nurulbunbun0907,2025-03-12T10:24:51Z,Sedih banget sih kisahnya sae ron 😢
@emaahmadumar7031,2025-03-12T10:24:29Z,Ini yg kutunggu2 kaa
@Kiki_hachimi,2025-03-12T10:24:19Z,"Klw memang reporter “jahat” itu kritis pada semua artis, apakah dia juga brani membahas dan menjelekan KSH"
@angelmoise9233,2025-03-12T10:24:03Z,Ga nyangka banget 😢
@esahdiyanesah7848,2025-03-12T10:21:43Z,Ya Allah kasihan kim sae ron😢😢😢
@aensvouxzion,2025-03-12T10:20:48Z,Bener-bener lebih merinding daripada rindingdong..
@selina_moon,2025-03-12T10:18:56Z,"Guys, aku  baru2 ini dengar  katanya Wonbin ingin membayar hutangnya Saeron, tapi ditolak sama Kim Soohyun. Itu bener atau ga yah?"
@apriliap-uo8vj,2025-03-12T10:17:18Z,terimakasih kegercepan mu mas hansol 😭😭😭🙏🙏🙏
@arletalimalasari2675,2025-03-12T10:17:01Z,Ada info terbaru lg ga?
@Iblnc,2025-03-12T10:16:36Z,"Yang bikin pertama kali aku kaget dan ngeh gitu , alm saeron itu meninggalnya bertepatan dgn ultah Kim soohyun 🤯 .. alhasil cari cari  kasus nya dan ternyata 😢"
@ohhiya3263,2025-03-12T10:15:50Z,next kak bahas unggahan dispatch  tentang kim saeron
@agungrohman3210,2025-03-12T10:15:07Z,Baru tahu setelah mas hansol bahas
@marianaindriani4246,2025-03-12T10:14:58Z,"pdhl apa salahny ya buat ngasi sae ron wktu buat lunasin? trus ga usa bayar² reporter buat ngejar gitu,kek jahaat bgt"
@ratnaonkey5536,2025-03-12T10:13:01Z,"Padahal aku ngefens bgt sma kim soohyun gk nyangka bakalan kena skandal bgini ,kasian kim saeron😭"
@iratrisn__,2025-03-12T10:06:47Z,Kalo ada berita soal korsel nyarinya pasti korea reomit ❤
@EuodiaSuryani,2025-03-12T10:05:09Z,"Tiada ada yang abadi di dunia ini, kasih orang hanya sampai ketenaran saja. Sangat fragile. Makanya selalu dikasihi TUhan saja lah. Pokoknya jangan terlalu polos dan percaya dengan kata orang"
@satu9948,2025-03-12T10:04:03Z,Wah gila ga bakal gua nton lagi drama ni laki2
@snlover2925,2025-03-12T10:03:53Z,Kasian kim saeron aktris favoritku
@muliagusni2624,2025-03-12T10:01:41Z,"Hidup itu memang berat dan penuh cobaan meskipun menyakitkan jangan pernah ngambil opsi b*ndir untuk mengakhir itu semua karena pasti jika kalian bersabar dan tetap mengingat sang pencipta insyaallah kebahagiaan itu akan datang meskipun itu dari hasil keringat darah dan cobaan yang kalian rasakan meskipun kamu publik figur seperti artis atau tokoh penting sekalipun jgn pernah mengambil opsi b*ndir kelak kau akan menyesal setelah mengambil pilihan itu.

P.S aku bukan orang bijak, aku cuman manusia biasa kita juga pasti memiliki pengalaman sedih dan berat di kehidupan kita tapi jgn pernah mengambil langkat terakhir seperti mengakhiri hidupmu karena sesukses apapun kita pasti tantangan hidup pasti ada dan itu pun tidak akan luput dari hidup kita selama terlahir di dunia ini so...

Aku tidak bisa berkomentar lebih mendengar artis-artis korea memilih b*ndir termasuk artis ini (yg maaf aku ga terlalu mengikuti beliau) untuk ketenangan mereka/menyelesaikan masalah dan it's not wise decision, and i hope they have another option beside ""that"""
@lotushijau4227,2025-03-12T10:01:11Z,"Mau segimanapun ditutupi nya, ujung mata dan ujung bibir itu gak bisa bohong. KSH itu tipekal lelaki yg berbahaya, dr dulu aku selalu membatin ini walau dia peranin green world sekalipun."
@ihsanulumiaisyah9073,2025-03-12T09:58:14Z,Mass ada update dari dispatch
@ulfarahmawati715,2025-03-12T09:55:31Z,Dispatch udah up woyy
@jessicaputri276,2025-03-12T09:52:10Z,"guys jgn lengah, walaupun kita beda negara tp ttp harus berjuang sebisa kita supaya alm kim saeron dpt keadilan. si setan (ksh) punya banyak backingan, sekelas prada aj diem bahkan banyak brand yg masih mau lanjut, beda bgt semisal aktor/idol cewek yg skandal. aku berulang kali komen di ig prada, berulang kali dihapus jg, jujur sedih bgttt. jgn lengah ya guyssss, manusia ky gt hrs dimusnahin ):"
