username,published_at,comment
@aikyuzeus,2025-03-13T11:03:30Z,Nah iki sing wes ditunggu2
@wdiawidia5943,2025-03-13T11:02:20Z,Tiap hari sampe nongol terus beritanya di taiwan
@AUpdate247,2025-03-13T10:59:46Z,"""김수현 드라마 또 터졌다! 연기력 미쳤고 스토리까지 완벽… 나만 이번 작품에 푹 빠진 거 아니지? 내 프로필에 감상 남겼으니 놀러 와서 같이 얘기해요!"""
@DedehkurniaAngga,2025-03-13T10:49:31Z,"Posisi sebagai wanita disitu saeron masih di bawah umur pacaran sm yg umr jauh bgt dan hubungannya cukup lama , wajar cweknya g bisa move on tp ini somen bnr² jahat bgt disini, pnya hubungan begtu lama tega bgt smpe g dtg kepemakamanya... aku kira saeron sengaja mengakhiri hidupnya dihari ultahnya somen krna bnr2 sakit hati sm somen bukan krna masalah DUI nya.."
@chaachaa4569,2025-03-13T10:48:57Z,"Pantesan, dari dulu aku ga bisa  ngefans sama KSH.. Biasanya kalo aku sukaa bgt sama satu drama, aku bakalan lgsg ngefans sama aktornya.. Tp ngga sama KSH, jamannya nonton the dream high, the moon that embrace the sun, my love from the star, sampe yg terakhir queen of tears (bahkan aku ga tamat nonton QOT), aku ttp gasuka sama KSH.. 

Dari dulu males bgt liat dramanya, selalu pilih2 drama yg dia peranin.. Ga semua bisa aku tonton.. kalo mau nonton kudu liat lawan mainnya dulu, kalo aku suka, baru bisa nonton.. 
Sampe temen2 yg ngefans bgt sama doi, pada heran sama aku kok bisa gasuka sama ksh? 
Ternyata ini toh alasannya.. Sekarang baru terbuka.. 

Kasian, kim saeron.. Padahal aku suka sama aktingnya, dan ga ikutan ngehujat Saeron saat itu.. Ternyata, nasib berkata lain.."
@Utaa99,2025-03-13T10:45:47Z,"Waktu ksr kena kasus DUI,benar2 gak nyangka karir yg dia bangun sejak kecil,sampai 2022,hancur seketika.bahkan utk kerja part time aja pun sulit."
@teresianeeu,2025-03-13T10:33:39Z,Guys aku subs baruu ingin tau mas hansol nih indo asli? Apa pasanganya yg indo asli? Makasii🎉
@JenniferSanjaya-o1n,2025-03-13T10:31:08Z,"Kasian banget ya Tuhan, baru 24 tahun tapi harus menghadapi masalah hidup seberat itu..."
@ananindyeaah1851,2025-03-13T10:28:12Z,"Aku kesel sama keluarga kim saeron, kemaren kemana mana ajaaa. Pas pertama kali mereka pacaran aja kan umur ksr minor. Anaknya dibiarin nanggung semua beban sendiri, bergitu udah gaada baru muncul. Apa karena nyari “kesempatan” ksr depresi kemana ajaa. Kalau dari awal orang dewasa disekitar dia ngelindungin gaakan ada kejadian groom begini"
@rmuliya8704,2025-03-13T10:26:23Z,"Aku pernah baca komentar jahat netizen pada KSR pas masih hidup, sedih bgt bacanya padahal aku ga kenal sama KSR tapi aku ikut ngerasain sakitnya, aku khawatir aduh jangan2 dia bakal bundir, la kok ndilalah bener, ga lama dr itu beneran bundir. Mulai dr skrg harus dijaga ketikannya di sosmed ya teman2 semua"
@RaffaCarlosWafiRabbani,2025-03-13T10:19:46Z,jadilah juara bersama H O H O 168
@niania6442,2025-03-13T09:58:22Z,Gw yakin emang ksh ga sepolos kyk yang dia tunjukin di tv. Tp ya kasus ksr kan emang ga enteng ya. DUI tuh dosa besar bet. Dan gw jg yakin si ksr ga sepolos itu juga. Dua duanya ada  ga benernya. Cuma emang kalau dilihat dr pihak ksr dan apalagi fia bundir ya pasti keliatan dia yg jadi korban.
@selaselut-lf4gj,2025-03-13T09:56:18Z,"inilah alasan aku udah ga obses sm aktor or idol, dan lebih suka sm anime krn anime ga munafik"
@inas_14,2025-03-13T09:55:44Z,Dulu Suli meninggal...skrg sae ron
@osioktaviasihombing9862,2025-03-13T09:53:04Z,"mas hansoll, aku sedih bgt ditengah kontroversi si ksh masih aja ada yg belainn pedo ituuu🥲"
@Jamilullail-r8r,2025-03-13T09:47:08Z,"Aku g tau mau komen apa pada ini aktor, cuma berharap polisi di sana g kayak di Konoha sehingga kasus ini cepat selesai dan kebenaran terungkap."
@3.g356,2025-03-13T09:44:10Z,sampai sekarang byk fans KSH masih denial dan nyalahin KSR. benar2 sick
@dewida512,2025-03-13T09:37:05Z,"Lee Jong Suk, Gong Yoo, Do Kyung Soo, Jungkook... Masih aman... 🥹🥰😍🤩"
@fameily3_,2025-03-13T09:31:42Z,"Saya ada pertanyaan, berarti dalam hal ini ortu dan keluarganya tau kalau mereka berpacaran dengan age-gap yang segitu jauh? Darimana keluarganya tau kalau tulisan itu akan diupload tapi nggak jadi? Dan dapatnya dimana?"
@aqqusayya1973,2025-03-13T09:30:39Z,"Siapa yg kemaren yakhin bgt Kim So Hyun pacaran sama Kim Ji Won? Sampe makaa2 buat nikahin Kim Ji Won? Kecelek kan???
Percayalah, drakor still drakor. Semua hanya settingan. Tentu ada yang berhasil cinlok. Tapi kita gak seharusnya mencampuri urusan pribadi para aktris.
Cukup tonton dramanya, dan nikmati chemistry nya. Toh setelah dramanya berganti, akan ada chemistry baru dengan pasangan baru..."
@borahe30,2025-03-13T09:23:17Z,Parah bgt ih seremmmmm soohyun
@Anomalitarot99,2025-03-13T09:20:04Z,manipulatif bgt KSH sampe sebarin nomer😢
@anikhandayani7254,2025-03-13T09:15:23Z,"Jadian KSR, pdhl dia artis yg berprestasi dr kecil.. Pst dia mrsa tertekan bnget smpe nekat mengakhiri hidup..KSY ga nyangka bnget"
@xoxoxyx,2025-03-13T09:10:22Z,hati hati loh. nanti bisa kena masalah sama artistnya dituntut karena ngebahas masalah ini. lihat di video dari korean now kalau pihak kim soohyun akan menuntut pihak yang menyebarkan isu.
@LahizaIza,2025-03-13T08:55:12Z,"Rilet ama cerita drakor yg mereka perankan ,jk pacarnya tertimpa masalah pacarnya menghilang dab jd brengsek bangat"
@tracytracy5605,2025-03-13T08:47:14Z,"Sempat terkejut dengar berita ini. Dalam hati"" masak sih?""
Gak nyangka aja gtu karena dulu sempat fans. Benar"" tertipu aku oleh media .. ada yg bilang dia pemalu dlu😅.
Berharap dia dapat hukuman setimpal lah, minimal kayak di China gitu lgsg diboikot.
Klo benar KSH lakuin tuh semua"
@ardanizaljeff,2025-03-13T08:42:04Z,"mas anyeonghaseyomu candu, tak bolan baleni koyok wong korea tenan. sampe lupa kalo orang korea asli wkwk"
@citradesu9984,2025-03-13T08:13:29Z,aduh oppa suaranya kadang gede kadang kecil😭
@dinarasavira5434,2025-03-13T08:11:58Z,Aku g nyangka KSH kyk gini
@derpfaceonigiri4950,2025-03-13T08:03:57Z,"Dri pacaran/pdkt sama anak umur 15 tahun aja udh salah sih, dia di umur 27 tahun loh. Ya gk kaget jg klo misal tuduhan2 sisanya terbukti bener."
@standbyyou74,2025-03-13T07:54:52Z,Ngeri...padahal mukanya kek polos bak malaikat
@nisakhoerunnisa5926,2025-03-13T07:50:43Z,"Kasian bgt dimanfaatin aj, trs dbuang gtu aj, ga nyangka ya ksh"
@ninasekarasih9491,2025-03-13T07:49:59Z,"It took her death to be heard. She took her life on his birthday.

Let that sink in."
@rizcazami5877,2025-03-13T07:47:05Z,Mana baru ketemu G dragon lagi si somen di good day😢takut GD oppa kebawa 2 aja mana baru comeback..smoga knezt ga bawa bawa GD yaa ..pliss mereka baru kenal dan pasti GD juga shock sama berita ini ..sama kaya halnya berita seungri dulu..sebaiknya kl ngetik tu jangan jahat 2..kita ikutin aja dulu beritanya kaya apa .semoga ada kebenaran dibalik semua kejadian ini .aku si ga mau bela siapa siapa krn ga kenal sama semuanya juga..cuma bisa doain saeron smg tenang disana ❤
@vinareninovarianti5222,2025-03-13T07:31:37Z,"700jt won buat KSH kecil lho, kontrak iklan ny aj per 6 bln 900jt won. Mana iklan ny bnyk taun ini aja ada 16. Totalin sndri deh penghasilan dy per taun brp. Tp duit 700jt aj d tagih2 sm bw2 pengacara, udh tau cwe nya gak pny kerjaan. Terniat emg pgn ngancurin mental KSR. Pdhl masa muda ny udh dy rusak, msh aj blm puas. Artis lain pacaran sm pengusaha yg gak tahunan hub ny dksh mobil sport hrga ratusan juta won. Lah ini 6th 700jt won aj msh d tagih jg. Anggap aj ke itu tanda trima kasih 6th pacaran, n permintaan maaf gak penuhin janji jg mau nikahin sm udh ngerusak anak org."
@dapurmamaend382,2025-03-13T07:28:15Z,Ternyata Kim Soo Hyun f*d*vil😅
@endgamefond,2025-03-13T07:24:43Z,Bukti bahwa perilaku aktor itu dibentuk oleh agency mereka. Mereka gk bakal berani nunjukin karakternya mereka sendiri. Intinya semuanya fake di kamera.
@KekediPerantauan,2025-03-13T07:19:05Z,Terimakasih mas Hansol atas penjelasannya… tetap masih penasaran… keep up to date ya ….
@snkjaya,2025-03-13T07:18:55Z,"Pdhal ksalahan Kim Saeron cuma berkendara saat mabuk ya, ga sampe kecelakaan bkin org meninggal. artis Indonesia mah skandal video porn aja ttp anteng2 aja"
@Nurulazm_,2025-03-13T07:18:30Z,fix KSH lu jahat bgt bener2 redflag parah gue nyesel sih pernah ngefans jaman dream high .. gila banget
@sitirahma2436,2025-03-13T07:17:37Z,"Masih shock sampe detik ini 
Karna emang Soo Hyun sepolos itu mukanya, kek cowo baik-baik ya allah 💔"
@NitaPrasetiya-bm6ys,2025-03-13T07:13:17Z,Sakit banget jadi kim saeron
@sudrajat6811,2025-03-13T07:13:09Z,"Lebih suka penyampaian mas hansol.. ringan, lebih teliti dan mudah difahami.. lanjut part 2 mas"
@soulofmorninsun,2025-03-13T07:09:04Z,"yg lemah mental si cewe, yg disalahin si cowo. inilah perlunya memperkuat mental diri sendiri. sehingga mau ada tekanan dr manapun, kamu ttp tegak berdiri. cobaan seberat apapun pasti ada jalan. tetap kuat dan terus berjuang."
@rizka.darmawan18,2025-03-13T06:57:41Z,Dia kecelakan kali gara2 putus sm ksh ya mabuk kan secr dia 2021 putus kan dan g selang lama 2022 terus kejadian mabok nabrak
@10969mancay,2025-03-13T06:56:50Z,oalahh Ron Saeron smean kesusu sedo sebelum membeberkan iki kabeh😢
@ibuarshaka,2025-03-13T06:56:08Z,8 miliar buat ganti apa sih
@nurilyasmin6773,2025-03-13T06:45:26Z,Aku yg masih bingung kejadiannya secara lengkap langsung inget bang hansol😂 ternyata beneran di up youtube. Makasiii korea timurkuu
@noonakim_,2025-03-13T06:43:01Z,Sekali lagi awas aja klo ada yg ngehujat mas hansol lagi kek sebelum2nya. Dia CUMAN menjelaskan apa yg ada diberita. Gak ada keberpihakan. Dia menjelaskan biar orang2 yg bingung dan gak ngerti korea nih bisa paham dengan bahasa yg mudah dipahami. Oke guys. Be nice.
@shahrocket,2025-03-13T06:25:52Z,Maaf ngomong aja....orang korea harusnya termasuk dalam list Netizen paling toxic di dunia....krna terbukti mereka hanya simpati ke nasib orang setelah udah mt1.....selagi ga mt1 maka akan di hujat terus smpi mt1
@ramadhanidwina,2025-03-13T06:16:05Z,Mau nyari akun YouTube si reporter jahat itu kok gak ada ya? Bisa bisanya
@Aiichan-r4r,2025-03-13T05:59:36Z,dia aktor dengan bayaran TERMAHAL loohhh! 8M untuk nolong pacar/mantan pacar kayanya sgt ga berat bagi dia. emang Sinting aja si pedo satu ini.
@anandasetiadipura3729,2025-03-13T05:56:34Z,"Reporter sana ga ada etika bener, bener bener lintah darat, tukang teror, reporter bayaran. Ksh juga ga bertanggung jawab cuma mau menyelamatkan citra dirinya sendiri, jangan pada percaya sama artis kebanyakan mereka hanyalah orang yang egois. Orang korea emang terkenal cakep diluar tapi sebenarnya menyimpan sifat yang egois hanya peduli pada diri sendiri"
@farizrm3859,2025-03-13T05:48:29Z,Awal kehancuran karir kim so men...
@Sugarbee_98,2025-03-13T05:48:15Z,ksh bener bener red flag banget
@quesera_25,2025-03-13T05:48:08Z,"gue setuju kl lee jinho sm kang gyeong gyun dan org2 model mereka diserang sm netizen sampe abis2an, kl bisa sampe dia dipecat dr kantornya. terlepas kasus DUI saeron dia udh berani bertanggung jawab tp masih di bully dan dipojokkan, bahkan sampe ganti nama pun hidupnya masih ga tenang, stlh meninggal pun kasusnya masih belum diketahui kejelasannya. poor saeron, yang tenang disana"
@klaus9684,2025-03-13T05:46:58Z,Gq masuk akal masa iya bg 27 thn nacarin anak 15 thn?🗿
@quesera_25,2025-03-13T05:41:01Z,gue heran sm fans yg masih bela aktor/idol yang sudah terbukti salah. otak lo dimane??
@berlianaoktavinindia6050,2025-03-13T05:29:33Z,akunnya behind master udah ga ada ya?
@ivananiez,2025-03-13T05:22:09Z,Diig berseliweran berita KSH KSR cuss ke yutube mas hansol
@jugemujugemugokounosurikirekai,2025-03-13T05:17:01Z,"Wkwkwkwkw, untung w gak gitu  ngefans sama KSH. Kok bisa ya dia kyk gitu. Padahal reputasinya bagus, pinter bgt sih nutupinnya selama bertahun-tahun 😂😂😂😂😂"
@ehemhengpong7098,2025-03-13T05:03:30Z,Ihhh nggak ekspek Ama somennn
@goodbadthings,2025-03-13T04:52:50Z,Aku fans beratnya Kim soo hyun t-tapi pas liat berita ini lngsung kecewa berat sii. Semoga kebenaran dapat terungkap dan kalo memang oppa bersalah harus dihukum diblacklist lah mininal😭🙏
@Supani-ej9iy,2025-03-13T04:52:35Z,"pantes dari dulu saya ga suka sama kim soohyun...biasa aja dia. heran gw sama wartawannya,,,jahat bgt ya ngebuly org ampe kayak gt"
@ikabelasiska30sistiani79,2025-03-13T04:52:15Z,soo hyun🥹
@AgniaSilfa,2025-03-13T04:47:41Z,waduhhhh duh
@tikacpi7828,2025-03-13T04:41:18Z,"Dr sisi keluarga, gak dibahas ? Knpa baru teriak2 skg. Tau anaknya pacaran di bawah umur diem2 aja, apa krn faktor financial? Jadi tulang punggung keluarga, pendapatan turun, jelaslah ksr bingung"
@arhyfa7453,2025-03-13T04:41:04Z,Aku ngefans sama kim saeron baru tau hari ini kalo sudah meninggal😭😭
@leeisyame,2025-03-13T04:29:06Z,Emang paling bener klu berita dri korea nungguin dijelasin mas hansol. Ditunggu yo mas update'e
@Lily_585,2025-03-13T04:26:08Z,"Klo emng bener kasian bgt sih KSR, pdhl dia cmn mau minta keringanan bayar hutangnya tpi ga ada jawaban dri KSH"
@honeybread94,2025-03-13T04:22:59Z,kasian banget kim sae ronnn :(
@UcikawaYoonami,2025-03-13T04:21:23Z,"Pas denger terjemahan SMS nya Saeron kyk Nyesek bgt keadanya,,,ky dia udah terpojok g bisa ngapain2 masih diancam,,,dia pasti frustasi dan depresi sekalii😢😢😢"
@Awddicted,2025-03-13T04:19:58Z,"Pasangan beda 12 tahun tidak masalah, tapi kalau dimulai di umur 15 tahun jatuhnya grooming ya 🙈"
@kikiekharisma,2025-03-13T04:14:57Z,Pas bgt lg nyri2 soal ini.. krn masih blm pham bgt. Untung korea reomit bahas..
@jaya12199,2025-03-13T04:13:43Z,Udah kyk cerita manhwa yg cowo mcnya ternyata jahat dan cewenya meninggal lalu kembali waktu.
@CoinChocholate,2025-03-13T04:07:49Z,Udah bener kalian ngefans sama khabib nurmagomedov ama islam makhachev 😅
@NaqiyyahSyam,2025-03-13T04:01:27Z,"Sedih kebayang kalau itu orang yang kita kenal, dia terhimpit masalah tapi nggak ada yang berpihak padanya."
@devitakumala1471,2025-03-13T03:59:21Z,The real setiap km ulang tahun km akan terus mengingat kematianku
@Zhafira_ramadhani14,2025-03-13T03:56:58Z,"Gila jahat banget ya sohyun, kasian banget saeron💔🥀😢"
@eka571,2025-03-13T03:53:43Z,"Ikut nyimak aja mas hansol,,, karena ga terlalu fans sama kim soo Yhun😊🙏 aku nunggu RDD nya😅"
@belindaseptia,2025-03-13T03:45:07Z,Setidaknya sudah bertahan sangat jauh dan berjuang sendirian 🥹 kim sae ron sudah tidak ada di bumi lagi berita baru di up di media 🥹 kalau saja di up dan banyak yang bantu & aware ke kim sae ron di saat mendiang masih hidup bisa jadi dia akan come back di dunia entertain lagi. Semoga saja keadilan berpihak padanya. Saya support penuh untuk keluarga mendiang. ❤
@arumiyaki_,2025-03-13T03:42:07Z,Klo 15 sama 27 kyk gimana gitu tp kalo 30 sama 42 kyk masih gapapa dan masih oke oke aja pdhl sama2 selisih 12thn😅
@mutiaelvitiana6726,2025-03-13T03:33:22Z,JAHAT BGT ITU WARTAWAN ENTERTAIMENT YG PUNYA YOUTUBE.. ngontenin kim sae ron menjelek2an.. jahat bgt apa ga tenang hidup lo itu😥😥
@martinielvitri179,2025-03-13T03:33:18Z,Ini yg di tunggu
@fandyazmi6276,2025-03-13T03:28:26Z,"W sendiri jujur paling males lihat berita update tentang artis, namun entah kenapa banyak seliweran di medsos dan w baca lalu mampir ke chanel ini, eh w ngerasa kaya anjim bener kasus kim sae ron ini, kok tega kalo benar cowoknya entah di mana hati nurani nya si cowok kalo memang benar beritanya, kim sae ron, makasih sudah menjalani hidup dengan baik, semoga kamu sekarang tenang dan bahagia di sana"
@alexaoshin,2025-03-13T03:27:49Z,Kasian almh saeron.. 😢
@iimrochima,2025-03-13T03:12:19Z,Aku dr awal ada KSH g pernah nonton drakor yg ada dia….soalnya pernah nonton baru bbrp menit sj  ko g ada rasa tertarik dengan drakor tsb…
@Loveandpeace-l6d,2025-03-13T03:07:38Z,"Kalau saya yang diberi 2 telinga oleh Tuhan, saya harus menunggu penjelasan dari kedua belah pihak dulu baru bisa menentukan kejelasannya saat ini sumber penjelasan hanya dari pihak wanitanya, dan ada yg mengganjal juga bagi saya, kok orangtua membiarkan anaknya yg berumur 15 atau 16 THN pacaran dengan pria yg usianya jauh diatasnya, 27 atau 30 THN? Dari segi ini sebagai org tua kok diam saja, padahal anak perempuannya masih dibawah umur kan? Kalau pacaran dgn teman sebaya mgkin masih dibilang cinta moyetlah, tapi kalau pacaran dgn org yg usianya SDH cukup matang, perlu dipertanyakan kejelasan ceritanya.

Nah, sekarang masih menunggu penjelasan dari pihak laki2nya.

Jangan Krn sakit hati lali menghalalkan segala cara untuk menghancurkan reputasi org lain."
@hamidahsamsudin3112,2025-03-13T03:04:27Z,Ngeri sekali mealui sikon seperti itu😢
@lizaferani8558,2025-03-13T03:02:32Z,Plis la reporternya d tuntun aja jahat x😭
@diannurdiani541,2025-03-13T02:59:25Z,Terimakasih mas hansol penjelasanya sangat jelas 😊😊😊
@Chanel7-ll6uj,2025-03-13T02:55:54Z,"hadeh indo-indo penyepong korea, negara rasis masi aja di idolain"
@joe_kaspersky,2025-03-13T02:52:44Z,"15:47 sudah kuduga setelah liat Won Bin, Han So-hee nglayat maisong, malah KSH ga dateng"
@atikahwulandari9972,2025-03-13T02:52:32Z,Ganteng-ganteng pengecut! Udah nggak fans lagi sama Kim Soohyun
@josefint8393,2025-03-13T02:48:59Z,"Sedih nya kasus ini Sudah menelan 1 jiwa Kim Sae Ronbaru terbuka. Seadainya (mmg Sdh terlambat) Sdh dari dulu mgk KIM saeron masih ada. 
Tapi…. 
Klo pun kasus ini di angkat dan di selidiki… paling gak mengungkap 1 kebenaran dan kebahagiaan kluarga KSR 
🙏🏻🙏🏻🙏🏻"
@yolandaferdians9540,2025-03-13T02:47:40Z,yang jahat juga sebenarnya bukan kim soo hyun doang tapi seluruh netizen korea
@SriWahyuni-my8ks,2025-03-13T02:47:39Z,Kim so men kampret
@real__masvia,2025-03-13T02:46:41Z,"Aku yg nggak ngikutin apa pun masalah Saeron kenapa anak itu bisa dikecam banyak orang, sangat merasa terpukul begitu dia pergi dan satu-persatu kebenaran muncul. Apakah jika ini sebelumnya dilakukan, kita bisa menyelamatkan Saeron?
Jahat banget itu orang2nya ksh."
@ayundasugiarto8013,2025-03-13T02:36:44Z,"Ganti yuk kita netjen +62 hujad wartawan itu biar dia tersudut,,supaya dia tau kl netijen seluruh dunia benci banget sm dia"
@MuidatulAflah,2025-03-13T02:36:07Z,"Ya allah, nyessek banget aku lihat berita ini berseliweran 😢 KSH andai saja kamu lebih gentle, bukan malah jadi pengecut seperti ini 😢"
@purplesyndrome,2025-03-13T02:31:12Z,thats why everything about korea is overrated and full of conspiracy theory
@Prem-i1z,2025-03-13T02:31:04Z,"Gk ngikutin beritanya tp kalo mas hansol yg upload,pasti nntn"
@dewividya7013,2025-03-13T02:26:44Z,"sekeras itu hidup dikorea ya, mau jd artis atau engga, ttep aja kek apasi dengernya. serem aja😐"
@blueocean1561,2025-03-13T02:22:38Z,KSH harus diboikot besar besaran parah sih jika ini benar terjadi. Bahaya betul akan diikuti oleh orang lain
@Edel6-z4d,2025-03-13T02:14:56Z,BOYCOTT KIM SOO HYUN ☠️🤢🤮🚩🚩🚩🚩
@BatuAkik-b4r,2025-03-13T02:08:14Z,yang ini selalu memakan korban wanita.. dari suuli sampai sae ron.. ujung2nya yang naik ya namanya sendiri padahal aslinya tuh orang bengkok..
@LalaMelaShop,2025-03-13T02:07:10Z,"Satu kata sih, gk nyangka. Misal itu kejadian beneran betapa redflag dan syiballnya si laki” ini. Turut berduka cita untuk kim saeron semoga kebeneran segera terungkap dan tidak ada kejadian seperti ini lagi di korea."
@mien5771,2025-03-13T02:04:55Z,JAHAT sekali Kim Soo hyun ....
@cacacaca6936,2025-03-13T02:04:44Z,Memang solusi terbaik untuk update dan tau berita itu datang ke Chanel ini wkwkw 😂
@ducrexx,2025-03-13T02:03:16Z,she was 15☹️ ga kebayang bgt posisi dia saat itu se berat apa☹️
@indahsuardewi8319,2025-03-13T02:01:13Z,somen elu kejam
@sophiakikiartanti8145,2025-03-13T01:45:25Z,"Berharap banget dia memalsukan kematian aja kayak didrakor, gak tega banget dia meninggal😢"
@RinaErviana-jy4jp,2025-03-13T01:33:01Z,Kbnyakn artis korea bundir pnyebab nya bulying ancaman intimidasi ekploitasi jadi depresi dan trpojok ahirnya bundir
@farhafarha9104,2025-03-13T01:32:02Z,700 juta won itu saeron hutang apa ke Gold medalist ? Hutang utuk bayar gantirugi kasus dui kah ? Serius nanya ko aku ga paham ?
@lovepurple1023,2025-03-13T01:22:15Z,Btw liat video ini dibawahnya ada iklan KSH gilee.. Lg banyak iklannya kan..
@irasfadillah,2025-03-13T01:14:06Z,Siapa yang udah kunjugan ke youtube le jin ho @behind_master?
@hhhhh4189,2025-03-13T01:11:33Z,Ini yang ku tunggu tunggu
@hujanpagi4760,2025-03-13T01:07:26Z,"Selama gak lama banget, aku nyoba buat gak skip iklan, buat  uang jajan ponakan onlineku, ruel"
@kagemaqu,2025-03-13T01:05:51Z,So hyunnnn pdhl dl ngefansss bgt ma dia. Tp akhirnya g lagi lagi dehhhhhhh
@UmiSoliha-b7i,2025-03-13T01:03:01Z,"Asli toxic bgt ksh, gapunya hati nurani. Tukang grooming, semoga tiap hari ulang tahunnya selalu dihantuin rasa bersalah."
@Pemilik-n5i,2025-03-13T00:59:37Z,"Bayangin kalo yg ngomong ini masih hidup. Emangnga ada orang yg bakal percaya? 

Agak sedih ya perempuan yg posisinya korban bener bener didenger kalo udah meninggal. Polanya sama terus.. Sulli dulu jg kek gt."
@annandimavlog3647,2025-03-13T00:54:33Z,Dua2bya fens ku tapi tidak bisa berkata apa2 ada rasa kecewanya jikalau berita itu benar 😢😢
@arishfa.4842,2025-03-13T00:43:05Z,Boikot aja sii redflag parahhh
@karimasaidah8020,2025-03-13T00:43:01Z,"Thats why jangan mudah menghakimi perilaku orang lain, jangan jangan kim saw Ron mati bukan hanya karena ksh tapi juga karena jari jemari soleh netizen"
@nikadekutami8039,2025-03-13T00:38:44Z,Anjinggg
@christinaida4627,2025-03-13T00:37:41Z,Kalo pernah deket dan gak dateng waktu ceweknya meninggal...ini mah parah dan kelewatan
@pecahsasha,2025-03-13T00:30:07Z,03:11 pedo emg . ─═𝗕𝗘𝗥𝗞𝗔𝗛𝟵𝟵═─
@intan-e9j,2025-03-13T00:29:27Z,03:16 kacau emg ksh . ─═𝗕𝗘𝗥𝗞𝗔𝗛𝟵𝟵═─
@rikapurnamasari9113,2025-03-13T00:28:23Z,"Semoga artis2 dikorea yg korban bully jgn pada bundir ya, mending pindah kewarganegaraan aja, misal di konoha aj, ga mslh misal artis kena skandal mlh mkin eksis 😅"
@tommyalexander-x8h,2025-03-13T00:26:54Z,03:14 kacau emg ksh . ─═𝗕𝗘𝗥𝗞𝗔𝗛𝟵𝟵═─
@devinaamadea2904,2025-03-13T00:26:02Z,KSH yang ini beda dengan KSH yang satunya
@gladgldys6613,2025-03-13T00:24:00Z,Ckck
@kharismamiftahuljannah4721,2025-03-13T00:11:22Z,"Yang salah itu netizen, media, dan cancel culture nya. Bully nya kalian itu lhooo! Awal yg salah itu emg krn saeron DUI (kecelakaan mabuk). Jd dia gak bisa kerja dan di bully, aplg mau bayar utang. Tapi disisi lain, yg nama nya bunuh diri itu juga bukan hal yg bener sih 😭"
@miachan3254,2025-03-13T00:04:43Z,"Bener ga sih di sokor kl cowok yg kena case mrk lbh bisa ""diterima"" comeback drpd artis cewek?"
@ZalfaQonitunnajih17,2025-03-12T23:53:24Z,"Tunggu ajalah akhirnya gimana, toh nanti juga kebenaran bakal muncul entah itu pihak ksr atau ksh, sebenrnya juga menurutku ksr bundir juga salah satu faktornya yaa hujatan atau komen buruk juga penilaian orang ke dia karena maslah dui itu, tadi kan kata mas hansol ksr sampai harus ganti nama biar bisa dapet kerja karena namanya yang udah buruk dimata semua orang dan membuat dia jadi susah buat cari kerja. jadi sebnernya disini terjadinya bundirnya ksr itu bisa juga faktor itu karena andai ksr ga kesulitan mencari kerja sejak awal atau netizen ga terlalu merundung dia di media kemungkinan kecil hal ini terjadi bukan maksud atau terkesan mendukung ksh tapi kalau liat dari sisi jendela manapun banyak Faktor yang menyebabkan ksr bundir"
@Olip-w7x,2025-03-12T23:49:07Z,Menurutku wartawan yg selalu ngontenin saeron jg bertanggung jawab besar si sm m3ningg4lnya saeron karena mentalnya bener2 dibikin down bgt. Secara si saeron ini udh mau move dan hengkang dr dunia entertaint tp masih diikuti sampe segitunya. Dan kalau dibilang jahat ya bener2 jahat karna yg dia ekspos ke publik sdh masuk ranah yg pribadi bgt sampe ganti nama pun ttp terus menerus diekspos. Ga kebayang semenderita apa saeron waktu itu 😢
@jessicaaaavelina2745,2025-03-12T23:41:35Z,Seandainya kim saeron nulis surat wasiat..
@Diary_Azzahra,2025-03-12T23:24:25Z,"Selama ini gak pernah nonton drama KSH. Baru nonton QOT kemarin, itupun karena KJW"
@GibranA10,2025-03-12T23:03:12Z,aku suka penampilan kim saeron saat main film dia tuh menjiwai bngt dan bagus aktingnya tapi sayang dia tipu sama KMS..gk rela bngt deh dia bundir mudah2an ada balasannya suatu saat nanti inggat ya KMS karma berlaku..
@diestarian4495,2025-03-12T22:51:09Z,Perlu Diingat Itu Agensi Punyanya KSH Ya
@noraendrianinasution8694,2025-03-12T22:34:40Z,Ksh trnyata aslinya Villain 😢😢😢
@BratGalak,2025-03-12T22:30:51Z,Sebelumnya dikecewain song joongki sekarang malah kim soo hyun lagi 😒
@retnowulandari9923,2025-03-12T22:24:34Z,KSH red flag ga usah di follow dan ditonton drama  n filmnya.
@ririsandriani6187,2025-03-12T22:10:29Z,"Kalo diliat liat, dikorea orang ga salah di hancurkan masa, tpi di konoha yang salah, makin terkenal 😂😂 negara kita terlalu toleransi gess😂😂"
@jungwonygf,2025-03-12T22:09:41Z,"ksh"" hdh ancur dh karir lu"
@hanadaisy5569,2025-03-12T22:09:19Z,"Meskipun ini ada hub sama ksh, walaupun yg benarnya belum terungkap seperti apa endingnya, tapi ya NETIJEN ada hubungannya, pas berita ksr keluar selalu komentarnya bullyan jahat banget ketikan mereka, dia diapandang selalu salah

Jadi kek dia tuh diposisi terhimpit banget kek bingung butuh bantuan ke siapa, eh si netijen malah semprotin dia, makinlah dia terhimpit"
@whynyx,2025-03-12T22:08:25Z,Goldmedalist basically scamming dia. Kesian kim saeron aku tetap tunggu dia untuk comeback selas bloodhound 😢 aku masih terkejut yg dia sudah tiada
