username,published_at,comment,bahasa,comment_clean,tokenized,unique_tokens,remove_stopwords,stemmed,terms
@WulanHeni-qq8ly,2025-03-31T15:33:20Z,Wartawan yg jahat itu gak minta maaf juga? Soalnya gak muncul itu,id,wartawan yang jahat itu enggak meminta maaf juga soalnya enggak muncul itu,"['wartawan', 'yang', 'jahat', 'itu', 'enggak', 'meminta', 'maaf', 'juga', 'soalnya', 'enggak', 'muncul', 'itu']","['muncul', 'yang', 'jahat', 'wartawan', 'maaf', 'itu', 'soalnya', 'meminta', 'enggak', 'juga']","['muncul', 'jahat', 'wartawan', 'maaf']","['muncul', 'jahat', 'wartawan', 'maaf']",muncul jahat wartawan maaf
@Closerline,2025-03-31T10:37:15Z,Kapan dipenjara si cangcut?😂,id,kapan dipenjara sih cangcut,"['kapan', 'dipenjara', 'sih', 'cangcut']","['cangcut', 'sih', 'dipenjara', 'kapan']","['cangcut', 'sih', 'dipenjara']","['cangcut', 'sih', 'penjara']",cangcut sih penjara
@nurnovianapudan,2025-03-30T18:13:29Z,"Jujur aku shock denger berita ini, gak nyangka banget sama kim somen 😢",id,jujur aku shock dengar berita ini enggak menyangka banget sama kim somen,"['jujur', 'aku', 'shock', 'dengar', 'berita', 'ini', 'enggak', 'menyangka', 'banget', 'sama', 'kim', 'somen']","['sama', 'dengar', 'menyangka', 'aku', 'jujur', 'ini', 'banget', 'kim', 'berita', 'shock', 'enggak', 'somen']","['dengar', 'menyangka', 'jujur', 'banget', 'kim', 'berita', 'shock', 'somen']","['dengar', 'sangka', 'jujur', 'banget', 'kim', 'berita', 'shock', 'somen']",dengar sangka jujur banget kim berita shock somen
@minischechio9159,2025-03-30T16:35:11Z,"Bjir uda 17 video aja woii, dari yg pertama kni 😅😂",id,bjir sudah video saja woii dari yang pertama kni,"['bjir', 'sudah', 'video', 'saja', 'woii', 'dari', 'yang', 'pertama', 'kni']","['video', 'dari', 'yang', 'saja', 'woii', 'bjir', 'pertama', 'sudah', 'kni']","['video', 'woii', 'bjir', 'kni']","['video', 'woii', 'bjir', 'kni']",video woii bjir kni
@HaniNurhanifah-w1l,2025-03-28T05:11:25Z,Mengapa di dalam islam tidak boleh pacaran?,id,mengapa di dalam islam tidak boleh pacaran,"['mengapa', 'di', 'dalam', 'islam', 'tidak', 'boleh', 'pacaran']","['mengapa', 'boleh', 'pacaran', 'islam', 'tidak', 'dalam', 'di']","['pacaran', 'islam']","['pacar', 'islam']",pacar islam
@familyacik6308,2025-03-26T23:46:38Z,"Agensi jahat, child grooming, eksploitasi anak, knetz jahat... Semua ambil peran. Jadi ini bener2 memperbaiki nama KSR atau, orang tua ingin lepas tanggung jawab dari hutang yg ditinggalkan, klau ingin fokus memperbaiki nama, knp gg fokus ke, memperbaiki nama karna dui, KSR diperkerjakan waktu awal agensi didirikan tanpa bayaran, bahkan waktu KSR dapat masalah gg ada pihak keluarga yg menemani, sampai KSR memohon untuk masalah tidak dibesar-besarkan ""dia pencari nafkah keluarganya, dan sulit bagi dia untuk memenuhi kebutuhan. Tolong kasihanilah saya,""(maret, 2023), bahkan knetz mempertanyakan"" Knp orang tua KSR Masih muda tapi tidak bekerja"".semoga benar2 mau memperjuangkan nama KSR bukan untuk menghindari hutang yg ditinggalkan KSR, orang tua yg baik, pasti akan menjauhkan anaknya dari yg namanya pacaran, bukan malah mendukung ketika diiming-imingi bakal dinikahi, stop #eksploitasianak jauhkan anak dari #childgrooming",id,agensi jahat child grooming eksploitasi anak knetz jahat semua ambil peran jadi ini benar memperbaiki nama ksr atau orang tua ingin lepas tanggung jawab dari hutang yang ditinggalkan kalau ingin fokus memperbaiki nama kenapa enggak fokus ke memperbaiki nama karena dui ksr diperkerjakan waktu awal agensi didirikan tanpa bayaran bahkan waktu ksr dapat masalah enggak ada pihak keluarga yang menemani sampai ksr memohon untuk masalah tidak dibesarbesarkan dia pencari nafkah keluarganya dan sulit bagi dia untuk memenuhi kebutuhan tolong kasihanilah sayamaret bahkan knetz mempertanyakan kenapa orang tua ksr masih muda tapi tidak bekerjasemoga benar mau memperjuangkan nama ksr bukan untuk menghindari hutang yang ditinggalkan ksr orang tua yang baik pasti akan menjauhkan anaknya dari yang namanya pacaran bukan malah mendukung ketika diimingimingi bakal dinikahi stop eksploitasianak jauhkan anak dari childgrooming,"['agensi', 'jahat', 'child', 'grooming', 'eksploitasi', 'anak', 'knetz', 'jahat', 'semua', 'ambil', 'peran', 'jadi', 'ini', 'benar', 'memperbaiki', 'nama', 'ksr', 'atau', 'orang', 'tua', 'ingin', 'lepas', 'tanggung', 'jawab', 'dari', 'hutang', 'yang', 'ditinggalkan', 'kalau', 'ingin', 'fokus', 'memperbaiki', 'nama', 'kenapa', 'enggak', 'fokus', 'ke', 'memperbaiki', 'nama', 'karena', 'dui', 'ksr', 'diperkerjakan', 'waktu', 'awal', 'agensi', 'didirikan', 'tanpa', 'bayaran', 'bahkan', 'waktu', 'ksr', 'dapat', 'masalah', 'enggak', 'ada', 'pihak', 'keluarga', 'yang', 'menemani', 'sampai', 'ksr', 'memohon', 'untuk', 'masalah', 'tidak', 'dibesarbesarkan', 'dia', 'pencari', 'nafkah', 'keluarganya', 'dan', 'sulit', 'bagi', 'dia', 'untuk', 'memenuhi', 'kebutuhan', 'tolong', 'kasihanilah', 'sayamaret', 'bahkan', 'knetz', 'mempertanyakan', 'kenapa', 'orang', 'tua', 'ksr', 'masih', 'muda', 'tapi', 'tidak', 'bekerjasemoga', 'benar', 'mau', 'memperjuangkan', 'nama', 'ksr', 'bukan', 'untuk', 'menghindari', 'hutang', 'yang', 'ditinggalkan', 'ksr', 'orang', 'tua', 'yang', 'baik', 'pasti', 'akan', 'menjauhkan', 'anaknya', 'dari', 'yang', 'namanya', 'pacaran', 'bukan', 'malah', 'mendukung', 'ketika', 'diimingimingi', 'bakal', 'dinikahi', 'stop', 'eksploitasianak', 'jauhkan', 'anak', 'dari', 'childgrooming']","['tua', 'agensi', 'akan', 'kenapa', 'grooming', 'memenuhi', 'eksploitasi', 'dan', 'tanpa', 'menjauhkan', 'jadi', 'bahkan', 'dinikahi', 'semua', 'yang', 'ada', 'pacaran', 'fokus', 'pencari', 'nama', 'diimingimingi', 'tolong', 'ketika', 'untuk', 'tapi', 'bekerjasemoga', 'eksploitasianak', 'memperjuangkan', 'nafkah', 'pihak', 'benar', 'awal', 'ini', 'bukan', 'atau', 'bakal', 'ditinggalkan', 'orang', 'ke', 'dia', 'kebutuhan', 'dui', 'baik', 'child', 'dapat', 'bayaran', 'enggak', 'masih', 'pasti', 'jahat', 'anaknya', 'dibesarbesarkan', 'kalau', 'ambil', 'karena', 'knetz', 'kasihanilah', 'mau', 'menemani', 'keluarganya', 'sampai', 'namanya', 'stop', 'waktu', 'sulit', 'ksr', 'anak', 'masalah', 'ingin', 'tidak', 'dari', 'malah', 'didirikan', 'muda', 'mempertanyakan', 'hutang', 'lepas', 'peran', 'memohon', 'sayamaret', 'bagi', 'menghindari', 'mendukung', 'tanggung', 'diperkerjakan', 'keluarga', 'jauhkan', 'jawab', 'childgrooming', 'memperbaiki']","['tua', 'agensi', 'grooming', 'memenuhi', 'eksploitasi', 'menjauhkan', 'dinikahi', 'pacaran', 'fokus', 'pencari', 'nama', 'diimingimingi', 'bekerjasemoga', 'eksploitasianak', 'memperjuangkan', 'nafkah', 'ditinggalkan', 'orang', 'kebutuhan', 'dui', 'child', 'bayaran', 'jahat', 'anaknya', 'dibesarbesarkan', 'ambil', 'knetz', 'kasihanilah', 'menemani', 'keluarganya', 'namanya', 'stop', 'sulit', 'ksr', 'anak', 'didirikan', 'muda', 'hutang', 'lepas', 'peran', 'memohon', 'sayamaret', 'menghindari', 'mendukung', 'tanggung', 'diperkerjakan', 'keluarga', 'jauhkan', 'childgrooming', 'memperbaiki']","['tua', 'agens', 'grooming', 'penuh', 'eksploitasi', 'jauh', 'nikah', 'pacar', 'fokus', 'cari', 'nama', 'diimingimingi', 'bekerjasemoga', 'eksploitasianak', 'juang', 'nafkah', 'tinggal', 'orang', 'butuh', 'dui', 'child', 'bayar', 'jahat', 'anak', 'dibesarbesarkan', 'ambil', 'knetz', 'kasihan', 'tani', 'keluarga', 'nama', 'stop', 'sulit', 'ksr', 'anak', 'diri', 'muda', 'hutang', 'lepas', 'peran', 'mohon', 'sayamaret', 'hindar', 'dukung', 'tanggung', 'kerja', 'keluarga', 'jauh', 'childgrooming', 'baik']",tua agens grooming penuh eksploitasi jauh nikah pacar fokus cari nama diimingimingi bekerjasemoga eksploitasianak juang nafkah tinggal orang butuh dui child bayar jahat anak dibesarbesarkan ambil knetz kasihan tani keluarga nama stop sulit ksr anak diri muda hutang lepas peran mohon sayamaret hindar dukung tanggung kerja keluarga jauh childgrooming baik
@boisberak1665,2025-03-25T21:35:18Z,tapi bener bundir ga ya dia? atw dia di bunuh?😢,id,tapi benar bundir enggak ya dia atau dia di bunuh,"['tapi', 'benar', 'bundir', 'enggak', 'ya', 'dia', 'atau', 'dia', 'di', 'bunuh']","['ya', 'bunuh', 'benar', 'bundir', 'dia', 'tapi', 'atau', 'enggak', 'di']","['bunuh', 'bundir']","['bunuh', 'bundir']",bunuh bundir
@ahmd_aziznnn,2025-03-25T14:38:35Z,kasian jir di manfaatin doang,id,kasihan jir di manfaatin doang,"['kasihan', 'jir', 'di', 'manfaatin', 'doang']","['doang', 'jir', 'manfaatin', 'kasihan', 'di']","['doang', 'jir', 'manfaatin', 'kasihan']","['doang', 'jir', 'manfaatin', 'kasihan']",doang jir manfaatin kasihan
@villyawarouw,2025-03-25T14:36:33Z,Apa masih ada yg berani ngasih proyek bareng wonbin & kim so hyun?,id,apa masih ada yang berani mengasih proyek bareng wonbin kim sok hyun,"['apa', 'masih', 'ada', 'yang', 'berani', 'mengasih', 'proyek', 'bareng', 'wonbin', 'kim', 'sok', 'hyun']","['hyun', 'yang', 'bareng', 'sok', 'ada', 'proyek', 'apa', 'mengasih', 'kim', 'berani', 'wonbin', 'masih']","['hyun', 'bareng', 'sok', 'proyek', 'mengasih', 'kim', 'berani', 'wonbin']","['hyun', 'bareng', 'sok', 'proyek', 'asih', 'kim', 'berani', 'wonbin']",hyun bareng sok proyek asih kim berani wonbin
@amoswang1473,2025-03-25T02:50:37Z,"Yang perlu di perhatikan dan kebenaran nya sudah di akui.
Gold Medalist, si agensi dulu membantah keras hubungan asmara.
Kemudian pernyataan itu di ubah menjadi Gold Medalist mengakui hubungan asmara walau tahun nya berbeda seperti tuduhan.
Hal lain nya masih perlu di buktikan kebenaran nya.....",id,yang perlu di perhatikan dan kebenaran nya sudah di akui gold medalist sih agensi dulu membantah keras hubungan asmara kemudian pernyataan itu di ubah menjadi gold medalist mengakui hubungan asmara walau tahun nya berbeda seperti tuduhan hal lain nya masih perlu di buktikan kebenaran nya,"['yang', 'perlu', 'di', 'perhatikan', 'dan', 'kebenaran', 'nya', 'sudah', 'di', 'akui', 'gold', 'medalist', 'sih', 'agensi', 'dulu', 'membantah', 'keras', 'hubungan', 'asmara', 'kemudian', 'pernyataan', 'itu', 'di', 'ubah', 'menjadi', 'gold', 'medalist', 'mengakui', 'hubungan', 'asmara', 'walau', 'tahun', 'nya', 'berbeda', 'seperti', 'tuduhan', 'hal', 'lain', 'nya', 'masih', 'perlu', 'di', 'buktikan', 'kebenaran', 'nya']","['menjadi', 'perlu', 'sudah', 'agensi', 'dulu', 'lain', 'hal', 'masih', 'ubah', 'akui', 'dan', 'berbeda', 'buktikan', 'gold', 'medalist', 'seperti', 'membantah', 'mengakui', 'sih', 'nya', 'tuduhan', 'di', 'walau', 'yang', 'keras', 'tahun', 'kebenaran', 'itu', 'asmara', 'kemudian', 'perhatikan', 'hubungan', 'pernyataan']","['agensi', 'ubah', 'akui', 'berbeda', 'buktikan', 'gold', 'medalist', 'membantah', 'mengakui', 'sih', 'nya', 'tuduhan', 'keras', 'kebenaran', 'asmara', 'perhatikan', 'hubungan', 'pernyataan']","['agens', 'ubah', 'aku', 'beda', 'bukti', 'gold', 'medalist', 'ban', 'aku', 'sih', 'nya', 'tuduh', 'keras', 'benar', 'asmara', 'perhati', 'hubung', 'nyata']",agens ubah aku beda bukti gold medalist ban aku sih nya tuduh keras benar asmara perhati hubung nyata
@kasamago,2025-03-24T01:33:44Z,"Dunia hiburan itu mengerikan.. Indah covernya, belum tentu isi nya",id,dunia hiburan itu mengerikan indah covernya belum tentu isi nya,"['dunia', 'hiburan', 'itu', 'mengerikan', 'indah', 'covernya', 'belum', 'tentu', 'isi', 'nya']","['indah', 'tentu', 'covernya', 'nya', 'isi', 'itu', 'mengerikan', 'belum', 'dunia', 'hiburan']","['indah', 'covernya', 'nya', 'isi', 'mengerikan', 'dunia', 'hiburan']","['indah', 'covernya', 'nya', 'isi', 'keri', 'dunia', 'hibur']",indah covernya nya isi keri dunia hibur
@KebedLambutekit,2025-03-23T13:16:14Z,Good luck kim soo hyun..apa pun terjadi aku mendukung mu kim soo hyun..,id,good luck kim soo hyunapa pun terjadi aku mendukung mu kim soo hyun,"['good', 'luck', 'kim', 'soo', 'hyunapa', 'pun', 'terjadi', 'aku', 'mendukung', 'mu', 'kim', 'soo', 'hyun']","['terjadi', 'mu', 'hyun', 'aku', 'good', 'pun', 'luck', 'kim', 'hyunapa', 'soo', 'mendukung']","['mu', 'hyun', 'good', 'luck', 'kim', 'hyunapa', 'soo', 'mendukung']","['mu', 'hyun', 'good', 'luck', 'kim', 'hyunapa', 'soo', 'dukung']",mu hyun good luck kim hyunapa soo dukung
@adminbedaituokay,2025-03-22T23:55:32Z,Judulnya perseteruan krn uang. Kalo di sana takut malu. Jadi milih mati. Tp di sini artisnya ada bbr yg ga tau malu,id,judulnya perseteruan karena uang kalo di sana takut malu jadi memilih mati tapi di sini artisnya ada bbr yang enggak tau malu,"['judulnya', 'perseteruan', 'karena', 'uang', 'kalo', 'di', 'sana', 'takut', 'malu', 'jadi', 'memilih', 'mati', 'tapi', 'di', 'sini', 'artisnya', 'ada', 'bbr', 'yang', 'enggak', 'tau', 'malu']","['perseteruan', 'sana', 'takut', 'tau', 'enggak', 'malu', 'memilih', 'kalo', 'jadi', 'bbr', 'karena', 'judulnya', 'tapi', 'di', 'artisnya', 'yang', 'ada', 'uang', 'sini', 'mati']","['perseteruan', 'takut', 'tau', 'malu', 'memilih', 'kalo', 'bbr', 'judulnya', 'artisnya', 'uang', 'mati']","['seteru', 'takut', 'tau', 'malu', 'pilih', 'kalo', 'bbr', 'judul', 'artis', 'uang', 'mati']",seteru takut tau malu pilih kalo bbr judul artis uang mati
@ratuwangi8701,2025-03-22T23:36:46Z,saeron knp gk samperin lsg aja ke kantor gold medallist ? daripada lewat HP,id,saeron kenapa enggak samperin langsung saja ke kantor gold medallist daripada lewat hp,"['saeron', 'kenapa', 'enggak', 'samperin', 'langsung', 'saja', 'ke', 'kantor', 'gold', 'medallist', 'daripada', 'lewat', 'hp']","['langsung', 'daripada', 'ke', 'lewat', 'saja', 'samperin', 'kantor', 'gold', 'kenapa', 'medallist', 'enggak', 'saeron', 'hp']","['langsung', 'samperin', 'kantor', 'gold', 'medallist', 'saeron', 'hp']","['langsung', 'samperin', 'kantor', 'gold', 'medallist', 'saeron', 'hp']",langsung samperin kantor gold medallist saeron hp
@NoName-jh7jn,2025-03-22T19:25:57Z,"Dari awal sampai ini konten ada berat sebelah dari mimik dan cara bicara ada condong ke ytb gaseon + keluarga    KSR, kenapa tidak di kasih judul konten pembela keluarga KSR aja kalau sampai terbukti KSR menikah dan melakukan aborsi anda harus meminta maaf pada KSH dan take down semua video yg motifnya menjelekan KSH.",id,dari awal sampai ini konten ada berat sebelah dari mimik dan cara bicara ada condong ke ytb gaseon keluarga ksr kenapa tidak di kasih judul konten pembela keluarga ksr saja kalau sampai terbukti ksr menikah dan melakukan aborsi anda harus meminta maaf pada kasih dan take down semua video yang motifnya menjelekkan kasih,"['dari', 'awal', 'sampai', 'ini', 'konten', 'ada', 'berat', 'sebelah', 'dari', 'mimik', 'dan', 'cara', 'bicara', 'ada', 'condong', 'ke', 'ytb', 'gaseon', 'keluarga', 'ksr', 'kenapa', 'tidak', 'di', 'kasih', 'judul', 'konten', 'pembela', 'keluarga', 'ksr', 'saja', 'kalau', 'sampai', 'terbukti', 'ksr', 'menikah', 'dan', 'melakukan', 'aborsi', 'anda', 'harus', 'meminta', 'maaf', 'pada', 'kasih', 'dan', 'take', 'down', 'semua', 'video', 'yang', 'motifnya', 'menjelekkan', 'kasih']","['harus', 'cara', 'ke', 'ksr', 'aborsi', 'judul', 'kenapa', 'tidak', 'menjelekkan', 'dari', 'ytb', 'dan', 'motifnya', 'mimik', 'kasih', 'saja', 'pembela', 'kalau', 'terbukti', 'menikah', 'down', 'condong', 'berat', 'maaf', 'semua', 'anda', 'di', 'keluarga', 'take', 'konten', 'video', 'yang', 'sampai', 'ada', 'melakukan', 'pada', 'awal', 'ini', 'gaseon', 'meminta', 'sebelah', 'bicara']","['ksr', 'aborsi', 'judul', 'menjelekkan', 'ytb', 'motifnya', 'mimik', 'kasih', 'pembela', 'terbukti', 'menikah', 'down', 'condong', 'berat', 'maaf', 'keluarga', 'take', 'konten', 'video', 'gaseon', 'sebelah', 'bicara']","['ksr', 'aborsi', 'judul', 'jelek', 'ytb', 'motif', 'mimik', 'kasih', 'bela', 'bukti', 'meni', 'down', 'condong', 'berat', 'maaf', 'keluarga', 'take', 'konten', 'video', 'gaseon', 'belah', 'bicara']",ksr aborsi judul jelek ytb motif mimik kasih bela bukti meni down condong berat maaf keluarga take konten video gaseon belah bicara
@Patchamonnapasorn,2025-03-22T01:19:17Z,Intinya kalau lagi ngga suka kim soo hyun tinggal unfollow akun sosmednya dia😊akun apapun itu,id,intinya kalau lagi enggak suka kim soo hyun tinggal unfollow akun sosmednya diaakun apapun itu,"['intinya', 'kalau', 'lagi', 'enggak', 'suka', 'kim', 'soo', 'hyun', 'tinggal', 'unfollow', 'akun', 'sosmednya', 'diaakun', 'apapun', 'itu']","['soo', 'hyun', 'suka', 'unfollow', 'intinya', 'lagi', 'akun', 'sosmednya', 'diaakun', 'itu', 'apapun', 'kalau', 'kim', 'enggak', 'tinggal']","['soo', 'hyun', 'suka', 'unfollow', 'intinya', 'akun', 'sosmednya', 'diaakun', 'apapun', 'kim', 'tinggal']","['soo', 'hyun', 'suka', 'unfollow', 'inti', 'akun', 'sosmednya', 'diaakun', 'apa', 'kim', 'tinggal']",soo hyun suka unfollow inti akun sosmednya diaakun apa kim tinggal
@Asdfyygv,2025-03-22T00:35:16Z,"Coba ya kim sae ron km ga ktm KSH 😢 ini bnr2 definisi wanita yg baik, di tangan cowo yg salah..",id,coba ya kim sae ron kamu enggak ktm kasih ini benar definisi wanita yang baik di tangan cowok yang salah,"['coba', 'ya', 'kim', 'sae', 'ron', 'kamu', 'enggak', 'ktm', 'kasih', 'ini', 'benar', 'definisi', 'wanita', 'yang', 'baik', 'di', 'tangan', 'cowok', 'yang', 'salah']","['kamu', 'baik', 'enggak', 'tangan', 'definisi', 'kasih', 'coba', 'kim', 'di', 'ron', 'ya', 'yang', 'benar', 'wanita', 'salah', 'sae', 'ini', 'ktm', 'cowok']","['tangan', 'definisi', 'kasih', 'coba', 'kim', 'ron', 'wanita', 'salah', 'sae', 'ktm', 'cowok']","['tangan', 'definisi', 'kasih', 'coba', 'kim', 'ron', 'wanita', 'salah', 'sae', 'ktm', 'cowok']",tangan definisi kasih coba kim ron wanita salah sae ktm cowok
@geganariefa5406,2025-03-21T22:17:53Z,Seharusnya keluarga yg ada disampingnya.... Suami istri ajah klw salah satunya kena skandal pergi minggat apa lagi hanya pacaran yg g pernah terekspos.... Makanya klw di Korea ada skandal nama baik rusak karirnya juga rusak g balik lagi.. makanya kebanyakan bundir soalnya g tau hrs memulai karir dr mana lagi..... Se kecil apa yaaa mental mreka padahal kan bisa mulai usaha meski g dunia intertaiment,id,seharusnya keluarga yang ada disampingnya suami istri saja kalau salah satunya kena skandal pergi minggat apa lagi hanya pacaran yang enggak pernah terekspos makanya kalau di korea ada skandal nama baik rusak karirnya juga rusak enggak balik lagi makanya kebanyakan bundir soalnya enggak tau harus memulai karir dari mana lagi se kecil apa ya mental mereka padahal kan bisa mulai usaha meski enggak dunia intertaiment,"['seharusnya', 'keluarga', 'yang', 'ada', 'disampingnya', 'suami', 'istri', 'saja', 'kalau', 'salah', 'satunya', 'kena', 'skandal', 'pergi', 'minggat', 'apa', 'lagi', 'hanya', 'pacaran', 'yang', 'enggak', 'pernah', 'terekspos', 'makanya', 'kalau', 'di', 'korea', 'ada', 'skandal', 'nama', 'baik', 'rusak', 'karirnya', 'juga', 'rusak', 'enggak', 'balik', 'lagi', 'makanya', 'kebanyakan', 'bundir', 'soalnya', 'enggak', 'tau', 'harus', 'memulai', 'karir', 'dari', 'mana', 'lagi', 'se', 'kecil', 'apa', 'ya', 'mental', 'mereka', 'padahal', 'kan', 'bisa', 'mulai', 'usaha', 'meski', 'enggak', 'dunia', 'intertaiment']","['terekspos', 'harus', 'kena', 'nama', 'rusak', 'bundir', 'tau', 'korea', 'satunya', 'baik', 'soalnya', 'dari', 'intertaiment', 'enggak', 'skandal', 'juga', 'pergi', 'minggat', 'karir', 'meski', 'kecil', 'saja', 'istri', 'mereka', 'seharusnya', 'usaha', 'disampingnya', 'kalau', 'se', 'kebanyakan', 'mulai', 'mana', 'balik', 'hanya', 'mental', 'kan', 'pernah', 'makanya', 'di', 'dunia', 'keluarga', 'padahal', 'ya', 'yang', 'ada', 'lagi', 'pacaran', 'karirnya', 'salah', 'memulai', 'bisa', 'apa', 'suami']","['terekspos', 'kena', 'nama', 'rusak', 'bundir', 'tau', 'korea', 'satunya', 'intertaiment', 'skandal', 'pergi', 'minggat', 'karir', 'istri', 'usaha', 'disampingnya', 'kebanyakan', 'mental', 'dunia', 'keluarga', 'pacaran', 'karirnya', 'salah', 'suami']","['ekspos', 'kena', 'nama', 'rusak', 'bundir', 'tau', 'korea', 'satu', 'intertaiment', 'skandal', 'pergi', 'minggat', 'karir', 'istri', 'usaha', 'samping', 'banyak', 'mental', 'dunia', 'keluarga', 'pacar', 'karirnya', 'salah', 'suami']",ekspos kena nama rusak bundir tau korea satu intertaiment skandal pergi minggat karir istri usaha samping banyak mental dunia keluarga pacar karirnya salah suami
@geganariefa5406,2025-03-21T22:14:48Z,Sesungguhnya bukan salah kim Sehun sih dikorea emang banyak larangan agensi buat pacaran itupun klw pacaran ngumpet ngumpet.. trs nama baik hrs dijaga makanya klw ada skandal mrk menjauh soalnya emang nama baik dijaga banget.... Kim saeron kena skandal nama jelek Kim sohyun otomatis mundur menjauh.... Salahnya dimana ... Ini bukan negara Indonesia semakin nama baik tercemar semakin laris di Korea beda gyus..... Jadi jangan menyalahkan salah satu pihak,id,sesungguhnya bukan salah kim sehun sih dikorea memang banyak larangan agensi buat pacaran itupun kalau pacaran ngumpet ngumpet terus nama baik harus dijaga makanya kalau ada skandal mereka menjauh soalnya memang nama baik dijaga banget kim saeron kena skandal nama jelek kim sohyun otomatis mundur menjauh salahnya dimana ini bukan negara indonesia semakin nama baik tercemar semakin laris di korea beda gyus jadi jangan menyalahkan salah satu pihak,"['sesungguhnya', 'bukan', 'salah', 'kim', 'sehun', 'sih', 'dikorea', 'memang', 'banyak', 'larangan', 'agensi', 'buat', 'pacaran', 'itupun', 'kalau', 'pacaran', 'ngumpet', 'ngumpet', 'terus', 'nama', 'baik', 'harus', 'dijaga', 'makanya', 'kalau', 'ada', 'skandal', 'mereka', 'menjauh', 'soalnya', 'memang', 'nama', 'baik', 'dijaga', 'banget', 'kim', 'saeron', 'kena', 'skandal', 'nama', 'jelek', 'kim', 'sohyun', 'otomatis', 'mundur', 'menjauh', 'salahnya', 'dimana', 'ini', 'bukan', 'negara', 'indonesia', 'semakin', 'nama', 'baik', 'tercemar', 'semakin', 'laris', 'di', 'korea', 'beda', 'gyus', 'jadi', 'jangan', 'menyalahkan', 'salah', 'satu', 'pihak']","['harus', 'otomatis', 'nama', 'kena', 'memang', 'agensi', 'mundur', 'banget', 'sohyun', 'baik', 'korea', 'soalnya', 'menyalahkan', 'dimana', 'skandal', 'salahnya', 'gyus', 'dijaga', 'sesungguhnya', 'banyak', 'terus', 'mereka', 'jelek', 'kalau', 'menjauh', 'semakin', 'jadi', 'jangan', 'kim', 'indonesia', 'larangan', 'satu', 'saeron', 'sih', 'sehun', 'negara', 'dikorea', 'ngumpet', 'makanya', 'di', 'pihak', 'ada', 'pacaran', 'salah', 'ini', 'bukan', 'itupun', 'beda', 'buat', 'tercemar', 'laris']","['otomatis', 'nama', 'kena', 'agensi', 'mundur', 'banget', 'sohyun', 'korea', 'menyalahkan', 'skandal', 'salahnya', 'gyus', 'dijaga', 'sesungguhnya', 'jelek', 'menjauh', 'kim', 'indonesia', 'larangan', 'saeron', 'sih', 'sehun', 'negara', 'dikorea', 'ngumpet', 'pacaran', 'salah', 'itupun', 'beda', 'tercemar', 'laris']","['otomatis', 'nama', 'kena', 'agens', 'mundur', 'banget', 'sohyun', 'korea', 'salah', 'skandal', 'salah', 'gyus', 'jaga', 'sungguh', 'jelek', 'jauh', 'kim', 'indonesia', 'larang', 'saeron', 'sih', 'hun', 'negara', 'dikorea', 'ngumpet', 'pacar', 'salah', 'itu', 'beda', 'cemar', 'laris']",otomatis nama kena agens mundur banget sohyun korea salah skandal salah gyus jaga sungguh jelek jauh kim indonesia larang saeron sih hun negara dikorea ngumpet pacar salah itu beda cemar laris
