username,published_at,comment,bahasa,comment_clean,tokenized,unique_tokens,remove_stopwords,stemmed,terms
@starlightyappi,2025-03-17T14:45:14Z,KASIHAN BANGET YAAMPUN KIM SAERON 🤧,id,kasihan banget yaampun kim saeron,"['kasihan', 'banget', 'yaampun', 'kim', 'saeron']","['yaampun', 'banget', 'kasihan', 'kim', 'saeron']","['yaampun', 'banget', 'kasihan', 'kim', 'saeron']","['yaampun', 'banget', 'kasihan', 'kim', 'saeron']",yaampun banget kasihan kim saeron
@perfecttaleysiaabeby,2025-03-17T14:40:24Z,"pantesan yaa dia KSH gapernah dapet masalah dari lawan bermain alias dating, eh ternyata masalahnya lebih gong dari sekedar dating hancur bgt abis ini pasti KSH walaupun nantinya dia dinyatakan ga bersalah tp bukti udh sebanyak itu ttp ga mempan berarti duit yang berbicara",id,pantesan ya dia kasih enggak pernah dapat masalah dari lawan bermain alias dating eh ternyata masalahnya lebih gong dari sekedar dating hancur banget habis ini pasti kasih walaupun nantinya dia dinyatakan enggak bersalah tapi bukti sudah sebanyak itu tetap enggak mempan berarti duit yang berbicara,"['pantesan', 'ya', 'dia', 'kasih', 'enggak', 'pernah', 'dapat', 'masalah', 'dari', 'lawan', 'bermain', 'alias', 'dating', 'eh', 'ternyata', 'masalahnya', 'lebih', 'gong', 'dari', 'sekedar', 'dating', 'hancur', 'banget', 'habis', 'ini', 'pasti', 'kasih', 'walaupun', 'nantinya', 'dia', 'dinyatakan', 'enggak', 'bersalah', 'tapi', 'bukti', 'sudah', 'sebanyak', 'itu', 'tetap', 'enggak', 'mempan', 'berarti', 'duit', 'yang', 'berbicara']","['walaupun', 'berbicara', 'dia', 'masalah', 'banget', 'lebih', 'dari', 'dapat', 'lawan', 'enggak', 'hancur', 'sebanyak', 'pasti', 'dinyatakan', 'kasih', 'eh', 'berarti', 'pantesan', 'masalahnya', 'tetap', 'bermain', 'habis', 'mempan', 'tapi', 'duit', 'gong', 'nantinya', 'dating', 'pernah', 'bersalah', 'ya', 'yang', 'alias', 'ini', 'itu', 'sekedar', 'sudah', 'bukti', 'ternyata']","['berbicara', 'banget', 'lawan', 'hancur', 'dinyatakan', 'kasih', 'eh', 'pantesan', 'bermain', 'habis', 'mempan', 'duit', 'gong', 'dating', 'bersalah', 'alias', 'sekedar', 'bukti']","['bicara', 'banget', 'lawan', 'hancur', 'nyata', 'kasih', 'eh', 'pantesan', 'main', 'habis', 'mempan', 'duit', 'gong', 'dating', 'salah', 'alias', 'dar', 'bukti']",bicara banget lawan hancur nyata kasih eh pantesan main habis mempan duit gong dating salah alias dar bukti
@pasificdom7383,2025-03-17T14:31:37Z,Intinya konflik of interest ( hutang piutang di bank saja ada banyak solusinya...salah satunnya bisa di restrukturisasi kredit lebih dari 1X...),id,intinya konflik of interest hutang piutang di bank saja ada banyak solusinyasalah satunnya bisa di restrukturisasi kredit lebih dari kali,"['intinya', 'konflik', 'of', 'interest', 'hutang', 'piutang', 'di', 'bank', 'saja', 'ada', 'banyak', 'solusinyasalah', 'satunnya', 'bisa', 'di', 'restrukturisasi', 'kredit', 'lebih', 'dari', 'kali']","['interest', 'of', 'konflik', 'lebih', 'dari', 'saja', 'banyak', 'solusinyasalah', 'hutang', 'intinya', 'satunnya', 'kali', 'kredit', 'di', 'ada', 'restrukturisasi', 'bisa', 'bank', 'piutang']","['interest', 'of', 'konflik', 'solusinyasalah', 'hutang', 'intinya', 'satunnya', 'kali', 'kredit', 'restrukturisasi', 'bank', 'piutang']","['interest', 'of', 'konflik', 'solusinyasalah', 'hutang', 'inti', 'satunnya', 'kali', 'kredit', 'restrukturisasi', 'bank', 'piutang']",interest of konflik solusinyasalah hutang inti satunnya kali kredit restrukturisasi bank piutang
@TisnaWerdaya,2025-03-17T12:43:28Z,"Dari kejadian Kim Saeron ini, mungkin kita mesti mampu memahami dan mengendalikan perasaan. Untuk Kim Saeron mesti menghargai kehidupan termasuk hidup diri sendiri. Untuk Sepupu Kim jangan kaku dan dendaman. Untuk Kim Hyu Soon mesti fleksibel tidak boleh jadi raja tega mencuekin mantan, apalagi Kim Saeron benar-benar dalam tekanan dan kesulitan berat yg perlu jalan keluar. Untuk Publik Korea jg sampai terpancing opini media hingga membuli publik figur yg dilanda masalah. Hingga dia merasa terpojok dan tak ada jalan keluar...
Ini bukan masalah siapa yg salah atau siapa yg jahat, tapi sangat penting dalam menjalin hubungan itu mesti dilandasi oleh rasa kasih sayang, bukan sekedar ego afiliasi... intinya kita harus mengerti dan menjalankan makna Silaturahmi... 
jadi mari kita tebarkan kasih sayang dan buka pintu ma'af selebar-lebarnya agar hati sanubari kita tidak dikuasai dendam serta iri dengki🙏",id,dari kejadian kim saeron ini mungkin kita mesti mampu memahami dan mengendalikan perasaan untuk kim saeron mesti menghargai kehidupan termasuk hidup diri sendiri untuk sepupu kim jangan kaku dan dendaman untuk kim hyu soon mesti fleksibel tidak boleh jadi raja tega mencuekin mantan apalagi kim saeron benarbenar dalam tekanan dan kesulitan berat yang perlu jalan keluar untuk publik korea juga sampai terpancing opini media hingga membuli publik figur yang dilanda masalah hingga dia merasa terpojok dan tak ada jalan keluar ini bukan masalah siapa yang salah atau siapa yang jahat tapi sangat penting dalam menjalin hubungan itu mesti dilandasi oleh rasa kasih sayang bukan sekedar ego afiliasi intinya kita harus mengerti dan menjalankan makna silaturahmi jadi mari kita tebarkan kasih sayang dan buka pintu maaf selebarlebarnya agar hati sanubari kita tidak dikuasai dendam serta iri dengki,"['dari', 'kejadian', 'kim', 'saeron', 'ini', 'mungkin', 'kita', 'mesti', 'mampu', 'memahami', 'dan', 'mengendalikan', 'perasaan', 'untuk', 'kim', 'saeron', 'mesti', 'menghargai', 'kehidupan', 'termasuk', 'hidup', 'diri', 'sendiri', 'untuk', 'sepupu', 'kim', 'jangan', 'kaku', 'dan', 'dendaman', 'untuk', 'kim', 'hyu', 'soon', 'mesti', 'fleksibel', 'tidak', 'boleh', 'jadi', 'raja', 'tega', 'mencuekin', 'mantan', 'apalagi', 'kim', 'saeron', 'benarbenar', 'dalam', 'tekanan', 'dan', 'kesulitan', 'berat', 'yang', 'perlu', 'jalan', 'keluar', 'untuk', 'publik', 'korea', 'juga', 'sampai', 'terpancing', 'opini', 'media', 'hingga', 'membuli', 'publik', 'figur', 'yang', 'dilanda', 'masalah', 'hingga', 'dia', 'merasa', 'terpojok', 'dan', 'tak', 'ada', 'jalan', 'keluar', 'ini', 'bukan', 'masalah', 'siapa', 'yang', 'salah', 'atau', 'siapa', 'yang', 'jahat', 'tapi', 'sangat', 'penting', 'dalam', 'menjalin', 'hubungan', 'itu', 'mesti', 'dilandasi', 'oleh', 'rasa', 'kasih', 'sayang', 'bukan', 'sekedar', 'ego', 'afiliasi', 'intinya', 'kita', 'harus', 'mengerti', 'dan', 'menjalankan', 'makna', 'silaturahmi', 'jadi', 'mari', 'kita', 'tebarkan', 'kasih', 'sayang', 'dan', 'buka', 'pintu', 'maaf', 'selebarlebarnya', 'agar', 'hati', 'sanubari', 'kita', 'tidak', 'dikuasai', 'dendam', 'serta', 'iri', 'dengki']","['mengerti', 'soon', 'hingga', 'mungkin', 'dilandasi', 'pintu', 'dan', 'opini', 'jadi', 'kehidupan', 'kim', 'publik', 'terpancing', 'media', 'mengendalikan', 'hidup', 'dendaman', 'yang', 'oleh', 'ada', 'sekedar', 'tebarkan', 'agar', 'sanubari', 'buka', 'menjalankan', 'dalam', 'termasuk', 'mencuekin', 'mesti', 'jangan', 'apalagi', 'saeron', 'dendam', 'untuk', 'terpojok', 'tapi', 'membuli', 'menghargai', 'keluar', 'mantan', 'kaku', 'ego', 'salah', 'ini', 'bukan', 'atau', 'afiliasi', 'berat', 'tega', 'figur', 'harus', 'perlu', 'dia', 'kesulitan', 'silaturahmi', 'dikuasai', 'juga', 'penting', 'sepupu', 'sendiri', 'jahat', 'hyu', 'maaf', 'serta', 'raja', 'memahami', 'sampai', 'itu', 'hubungan', 'merasa', 'hati', 'jalan', 'siapa', 'iri', 'mampu', 'tekanan', 'masalah', 'selebarlebarnya', 'korea', 'tidak', 'dari', 'fleksibel', 'dengki', 'kasih', 'kejadian', 'kita', 'diri', 'sayang', 'mari', 'perasaan', 'tak', 'intinya', 'dilanda', 'benarbenar', 'rasa', 'boleh', 'menjalin', 'makna', 'sangat']","['mengerti', 'soon', 'dilandasi', 'pintu', 'opini', 'kehidupan', 'kim', 'publik', 'terpancing', 'media', 'mengendalikan', 'hidup', 'dendaman', 'sekedar', 'tebarkan', 'sanubari', 'buka', 'menjalankan', 'mencuekin', 'mesti', 'saeron', 'dendam', 'terpojok', 'membuli', 'menghargai', 'mantan', 'kaku', 'ego', 'salah', 'afiliasi', 'berat', 'tega', 'figur', 'kesulitan', 'silaturahmi', 'dikuasai', 'sepupu', 'jahat', 'hyu', 'maaf', 'raja', 'memahami', 'hubungan', 'hati', 'jalan', 'iri', 'tekanan', 'selebarlebarnya', 'korea', 'fleksibel', 'dengki', 'kasih', 'kejadian', 'sayang', 'perasaan', 'intinya', 'dilanda', 'benarbenar', 'menjalin', 'makna']","['erti', 'soon', 'landas', 'pintu', 'opini', 'hidup', 'kim', 'publik', 'pancing', 'media', 'kendali', 'hidup', 'dendam', 'dar', 'tebar', 'sanubari', 'buka', 'jalan', 'mencuekin', 'mesti', 'saeron', 'dendam', 'pojok', 'membuli', 'harga', 'mantan', 'kaku', 'ego', 'salah', 'afiliasi', 'berat', 'tega', 'figur', 'sulit', 'silaturahmi', 'asai', 'sepupu', 'jahat', 'hyu', 'maaf', 'raja', 'paham', 'hubung', 'hati', 'jalan', 'iri', 'tekan', 'selebarlebarnya', 'korea', 'fleksibel', 'dengki', 'kasih', 'jadi', 'sayang', 'asa', 'inti', 'landa', 'benarbenar', 'jalin', 'makna']",erti soon landas pintu opini hidup kim publik pancing media kendali hidup dendam dar tebar sanubari buka jalan mencuekin mesti saeron dendam pojok membuli harga mantan kaku ego salah afiliasi berat tega figur sulit silaturahmi asai sepupu jahat hyu maaf raja paham hubung hati jalan iri tekan selebarlebarnya korea fleksibel dengki kasih jadi sayang asa inti landa benarbenar jalin makna
@putraplay2341,2025-03-17T12:34:40Z,Undang aja kesini di indo biar ku kasih supris biar paham,id,undang saja kesini di indonesia biar ku kasih supris biar paham,"['undang', 'saja', 'kesini', 'di', 'indonesia', 'biar', 'ku', 'kasih', 'supris', 'biar', 'paham']","['biar', 'kesini', 'saja', 'kasih', 'undang', 'paham', 'supris', 'indonesia', 'ku', 'di']","['biar', 'kesini', 'kasih', 'undang', 'paham', 'supris', 'indonesia', 'ku']","['biar', 'kesini', 'kasih', 'undang', 'paham', 'supris', 'indonesia', 'ku']",biar kesini kasih undang paham supris indonesia ku
@seikagi,2025-03-17T11:53:15Z,Mana fansnya pada denial...,id,mana fansnya pada denial,"['mana', 'fansnya', 'pada', 'denial']","['denial', 'fansnya', 'pada', 'mana']","['denial', 'fansnya']","['denial', 'fansnya']",denial fansnya
@firdachoirunnisa9873,2025-03-17T11:43:04Z,Klo agencynya aja udah toxic gimana artisnya (KSH) 😔😔😔😔,id,kalo agencynya saja sudah toxic bagaimana artisnya kasih,"['kalo', 'agencynya', 'saja', 'sudah', 'toxic', 'bagaimana', 'artisnya', 'kasih']","['artisnya', 'agencynya', 'kalo', 'saja', 'kasih', 'toxic', 'bagaimana', 'sudah']","['artisnya', 'agencynya', 'kalo', 'kasih', 'toxic']","['artis', 'agencynya', 'kalo', 'kasih', 'toxic']",artis agencynya kalo kasih toxic
@aulianazhar4521,2025-03-17T09:27:42Z,Dari awal dia main di dream high pada booming ksh..jujur gak suka sama ni aktor dr awal dia muncul..dan gak pernah nonton filmnya....,id,dari awal dia main di dream high pada booming kshjujur enggak suka sama nih aktor dari awal dia munculdan enggak pernah menonton filmnya,"['dari', 'awal', 'dia', 'main', 'di', 'dream', 'high', 'pada', 'booming', 'kshjujur', 'enggak', 'suka', 'sama', 'nih', 'aktor', 'dari', 'awal', 'dia', 'munculdan', 'enggak', 'pernah', 'menonton', 'filmnya']","['kshjujur', 'suka', 'dia', 'booming', 'dari', 'enggak', 'main', 'sama', 'filmnya', 'menonton', 'dream', 'pernah', 'di', 'high', 'pada', 'awal', 'nih', 'aktor', 'munculdan']","['kshjujur', 'suka', 'booming', 'main', 'filmnya', 'menonton', 'dream', 'high', 'nih', 'aktor', 'munculdan']","['kshjujur', 'suka', 'booming', 'main', 'film', 'tonton', 'dream', 'high', 'nih', 'aktor', 'munculdan']",kshjujur suka booming main film tonton dream high nih aktor munculdan
@VerikaAudrey,2025-03-17T08:38:32Z,Kim sae ron...padahal kalau hijrah jadi artis ke indo sebulan bisa bayar sepertinya...,id,kim sae ronpadahal kalau hijrah jadi artis ke indonesia sebulan bisa bayar sepertinya,"['kim', 'sae', 'ronpadahal', 'kalau', 'hijrah', 'jadi', 'artis', 'ke', 'indonesia', 'sebulan', 'bisa', 'bayar', 'sepertinya']","['artis', 'ke', 'sebulan', 'ronpadahal', 'bayar', 'bisa', 'sepertinya', 'sae', 'kalau', 'jadi', 'hijrah', 'kim', 'indonesia']","['artis', 'sebulan', 'ronpadahal', 'bayar', 'sae', 'hijrah', 'kim', 'indonesia']","['artis', 'bulan', 'ronpadahal', 'bayar', 'sae', 'hijrah', 'kim', 'indonesia']",artis bulan ronpadahal bayar sae hijrah kim indonesia
@RahmaWati-ef3xy,2025-03-17T07:51:32Z,"Kok bisa yah orang orang dulu nyangka kimsaeron caper ke ksh. Padahal ada foto kyk bitu aja udah ngebuka setengah cerira nya gimna. Apalagi shippernya qot tuh, gila sih.",id,kok bisa ya orang orang dulu menyangka kimsaeron caper ke kasih padahal ada foto kayak bitu saja sudah ngebuka setengah cerira nya bagaimana apalagi shippernya qot tuh gila sih,"['kok', 'bisa', 'ya', 'orang', 'orang', 'dulu', 'menyangka', 'kimsaeron', 'caper', 'ke', 'kasih', 'padahal', 'ada', 'foto', 'kayak', 'bitu', 'saja', 'sudah', 'ngebuka', 'setengah', 'cerira', 'nya', 'bagaimana', 'apalagi', 'shippernya', 'qot', 'tuh', 'gila', 'sih']","['ngebuka', 'tuh', 'cerira', 'orang', 'ke', 'setengah', 'dulu', 'foto', 'kimsaeron', 'bitu', 'kasih', 'saja', 'kok', 'apalagi', 'qot', 'caper', 'gila', 'sih', 'nya', 'padahal', 'ya', 'menyangka', 'ada', 'bisa', 'kayak', 'bagaimana', 'sudah', 'shippernya']","['ngebuka', 'tuh', 'cerira', 'orang', 'foto', 'kimsaeron', 'bitu', 'kasih', 'qot', 'caper', 'gila', 'sih', 'nya', 'menyangka', 'kayak', 'shippernya']","['ngebuka', 'tuh', 'cerira', 'orang', 'foto', 'kimsaeron', 'bitu', 'kasih', 'qot', 'caper', 'gila', 'sih', 'nya', 'sangka', 'kayak', 'shippernya']",ngebuka tuh cerira orang foto kimsaeron bitu kasih qot caper gila sih nya sangka kayak shippernya
@syifaalhakim3006,2025-03-17T07:22:11Z,"tp kenapa ya keluarganya terkesan diem aja selama sae ron pcrn sm kim soohyun? 
pdhl kan msh dibawah umur, kenapa ga ngasitau knp ga ngelarang? 
kyk aneh aja keluarganya baru mojokin orglain, dan terkesan support saeron stlh saeron udah gak ada. 
kmrin-kmrin pas masih ada tuh gimana? saeron kan tulang punggung keluarga, yakin gak ada tekanan dr situ jg kah? 
just my opinion ya.",id,tapi kenapa ya keluarganya terkesan diam saja selama sae ron pacaran sama kim soohyun padahal kan masih dibawah umur kenapa enggak ngasitau kenapa enggak melarang kayak aneh saja keluarganya baru mojokin orglain dan terkesan support saeron setelah saeron sudah enggak ada kmrinkmrin pas masih ada tuh bagaimana saeron kan tulang punggung keluarga yakin enggak ada tekanan dari situ juga kah just my opinion ya,"['tapi', 'kenapa', 'ya', 'keluarganya', 'terkesan', 'diam', 'saja', 'selama', 'sae', 'ron', 'pacaran', 'sama', 'kim', 'soohyun', 'padahal', 'kan', 'masih', 'dibawah', 'umur', 'kenapa', 'enggak', 'ngasitau', 'kenapa', 'enggak', 'melarang', 'kayak', 'aneh', 'saja', 'keluarganya', 'baru', 'mojokin', 'orglain', 'dan', 'terkesan', 'support', 'saeron', 'setelah', 'saeron', 'sudah', 'enggak', 'ada', 'kmrinkmrin', 'pas', 'masih', 'ada', 'tuh', 'bagaimana', 'saeron', 'kan', 'tulang', 'punggung', 'keluarga', 'yakin', 'enggak', 'ada', 'tekanan', 'dari', 'situ', 'juga', 'kah', 'just', 'my', 'opinion', 'ya']","['tuh', 'terkesan', 'tekanan', 'just', 'kenapa', 'dari', 'situ', 'enggak', 'juga', 'masih', 'tulang', 'sama', 'my', 'dan', 'dibawah', 'ngasitau', 'saja', 'orglain', 'kah', 'kim', 'diam', 'melarang', 'selama', 'saeron', 'mojokin', 'soohyun', 'pas', 'opinion', 'yakin', 'tapi', 'punggung', 'kan', 'kmrinkmrin', 'support', 'keluarganya', 'aneh', 'keluarga', 'padahal', 'ron', 'setelah', 'ya', 'ada', 'pacaran', 'baru', 'sae', 'kayak', 'bagaimana', 'sudah', 'umur']","['tuh', 'terkesan', 'tekanan', 'just', 'situ', 'tulang', 'my', 'dibawah', 'ngasitau', 'orglain', 'kim', 'diam', 'melarang', 'saeron', 'mojokin', 'soohyun', 'pas', 'opinion', 'punggung', 'kmrinkmrin', 'support', 'keluarganya', 'aneh', 'keluarga', 'ron', 'pacaran', 'sae', 'kayak', 'umur']","['tuh', 'kes', 'tekan', 'just', 'situ', 'tulang', 'my', 'bawah', 'ngasitau', 'orglain', 'kim', 'diam', 'larang', 'saeron', 'mojokin', 'soohyun', 'pas', 'opinion', 'punggung', 'kmrinkmrin', 'support', 'keluarga', 'aneh', 'keluarga', 'ron', 'pacar', 'sae', 'kayak', 'umur']",tuh kes tekan just situ tulang my bawah ngasitau orglain kim diam larang saeron mojokin soohyun pas opinion punggung kmrinkmrin support keluarga aneh keluarga ron pacar sae kayak umur
@dewachannel2770,2025-03-17T07:20:07Z,"Saeron cantik banget ya...bibirnya seksi. Sayang banget dia jatuh ke tangan yg salah, sehingga mengalami tragedi hidup yg pahit, yg membuatnya hrs mengakhiri semuanya di usia yg sangat muda, dengan cara yang menyedihkan.",id,saeron cantik banget yabibirnya seksi sayang banget dia jatuh ke tangan yang salah sehingga mengalami tragedi hidup yang pahit yang membuatnya harus mengakhiri semuanya di usia yang sangat muda dengan cara yang menyedihkan,"['saeron', 'cantik', 'banget', 'yabibirnya', 'seksi', 'sayang', 'banget', 'dia', 'jatuh', 'ke', 'tangan', 'yang', 'salah', 'sehingga', 'mengalami', 'tragedi', 'hidup', 'yang', 'pahit', 'yang', 'membuatnya', 'harus', 'mengakhiri', 'semuanya', 'di', 'usia', 'yang', 'sangat', 'muda', 'dengan', 'cara', 'yang', 'menyedihkan']","['harus', 'cara', 'ke', 'menyedihkan', 'dia', 'mengakhiri', 'semuanya', 'banget', 'membuatnya', 'yabibirnya', 'tangan', 'tragedi', 'seksi', 'usia', 'muda', 'saeron', 'jatuh', 'sayang', 'cantik', 'pahit', 'sehingga', 'dengan', 'hidup', 'di', 'yang', 'salah', 'sangat', 'mengalami']","['menyedihkan', 'banget', 'membuatnya', 'yabibirnya', 'tangan', 'tragedi', 'seksi', 'usia', 'muda', 'saeron', 'jatuh', 'sayang', 'cantik', 'pahit', 'hidup', 'salah', 'mengalami']","['sedih', 'banget', 'buat', 'yabibirnya', 'tangan', 'tragedi', 'seksi', 'usia', 'muda', 'saeron', 'jatuh', 'sayang', 'cantik', 'pahit', 'hidup', 'salah', 'alami']",sedih banget buat yabibirnya tangan tragedi seksi usia muda saeron jatuh sayang cantik pahit hidup salah alami
@evelynluciana1263,2025-03-17T04:56:22Z,"Saya ingin tahu dari mas hansol, apa yang saya baca benar mengenai kabar ini yaitu?

1. kabarnya kim sae ron hamil umur 16 th terus diaborsi demi karier mereka.

Pendapat saya:
mustinya ksh yang jauh lebih tua bisa mengendalikan diri dan tidak merusak cewek yang masih dibawah umur dan tidak mau bertanggung jawab.
Kasihan kim sae ron yang tidak punya standard moral yang kuat karena kebanyakan artis minim standard moral dan

2.  kim sae ron masih mendapat kerasnya sikap ksh yang tidak memperbolehkan won bin untuk bantu bayar hutang dan mengharuskan ksr untuk bayar hutang sendiri.

Pendapat saya:
Mungkin pikir ksh, ksr musti bertanggung jawab atas tindakannya sendiri (pendapatku sendiri), tapi apakah ksh bertanggung jawab atas tindakannya menghamili ksr.

3. Belum lagi telepon ksr tidak dijawab oleh ksh.

Pendapat saya:
Jadi apa yang terjadi pada ksr adalah sesuatu yang kejam, keras dan dingin karena sebelumnya dia sudah menyerahkan dirinya kepada ksh.
Bagi seorang gadis muda itu semua membuatnya terpukul.

4. Kim soo hyun membayar agar seo ye jin diberitakan buruk sehingga seo ye jin keluar dari agensi gold medalist.

Harap diberitahu apa berita ini benar.",id,saya ingin tahu dari mas hansol apa yang saya baca benar mengenai kabar ini yaitu kabarnya kim sae ron hamil umur tahu terus diaborsi demi karier mereka pendapat saya mustinya kasih yang jauh lebih tua bisa mengendalikan diri dan tidak merusak cewek yang masih dibawah umur dan tidak mau bertanggung jawab kasihan kim sae ron yang tidak punya standard moral yang kuat karena kebanyakan artis minim standard moral dan kim sae ron masih mendapat kerasnya sikap kasih yang tidak memperbolehkan won bin untuk bantu bayar hutang dan mengharuskan ksr untuk bayar hutang sendiri pendapat saya mungkin pikir kasih ksr musti bertanggung jawab atas tindakannya sendiri pendapatku sendiri tapi apakah kasih bertanggung jawab atas tindakannya menghamili ksr belum lagi telepon ksr tidak dijawab oleh kasih pendapat saya jadi apa yang terjadi pada ksr adalah sesuatu yang kejam keras dan dingin karena sebelumnya dia sudah menyerahkan dirinya kepada kasih bagi seorang gadis muda itu semua membuatnya terpukul kim soo hyun membayar agar seo ye jin diberitakan buruk sehingga seo ye jin keluar dari agensi gold medalist harap diberitahu apa berita ini benar,"['saya', 'ingin', 'tahu', 'dari', 'mas', 'hansol', 'apa', 'yang', 'saya', 'baca', 'benar', 'mengenai', 'kabar', 'ini', 'yaitu', 'kabarnya', 'kim', 'sae', 'ron', 'hamil', 'umur', 'tahu', 'terus', 'diaborsi', 'demi', 'karier', 'mereka', 'pendapat', 'saya', 'mustinya', 'kasih', 'yang', 'jauh', 'lebih', 'tua', 'bisa', 'mengendalikan', 'diri', 'dan', 'tidak', 'merusak', 'cewek', 'yang', 'masih', 'dibawah', 'umur', 'dan', 'tidak', 'mau', 'bertanggung', 'jawab', 'kasihan', 'kim', 'sae', 'ron', 'yang', 'tidak', 'punya', 'standard', 'moral', 'yang', 'kuat', 'karena', 'kebanyakan', 'artis', 'minim', 'standard', 'moral', 'dan', 'kim', 'sae', 'ron', 'masih', 'mendapat', 'kerasnya', 'sikap', 'kasih', 'yang', 'tidak', 'memperbolehkan', 'won', 'bin', 'untuk', 'bantu', 'bayar', 'hutang', 'dan', 'mengharuskan', 'ksr', 'untuk', 'bayar', 'hutang', 'sendiri', 'pendapat', 'saya', 'mungkin', 'pikir', 'kasih', 'ksr', 'musti', 'bertanggung', 'jawab', 'atas', 'tindakannya', 'sendiri', 'pendapatku', 'sendiri', 'tapi', 'apakah', 'kasih', 'bertanggung', 'jawab', 'atas', 'tindakannya', 'menghamili', 'ksr', 'belum', 'lagi', 'telepon', 'ksr', 'tidak', 'dijawab', 'oleh', 'kasih', 'pendapat', 'saya', 'jadi', 'apa', 'yang', 'terjadi', 'pada', 'ksr', 'adalah', 'sesuatu', 'yang', 'kejam', 'keras', 'dan', 'dingin', 'karena', 'sebelumnya', 'dia', 'sudah', 'menyerahkan', 'dirinya', 'kepada', 'kasih', 'bagi', 'seorang', 'gadis', 'muda', 'itu', 'semua', 'membuatnya', 'terpukul', 'kim', 'soo', 'hyun', 'membayar', 'agar', 'seo', 'ye', 'jin', 'diberitakan', 'buruk', 'sehingga', 'seo', 'ye', 'jin', 'keluar', 'dari', 'agensi', 'gold', 'medalist', 'harap', 'diberitahu', 'apa', 'berita', 'ini', 'benar']","['tua', 'yaitu', 'mengharuskan', 'artis', 'hyun', 'minim', 'agensi', 'kerasnya', 'mengenai', 'bantu', 'mungkin', 'dan', 'standard', 'terpukul', 'gold', 'dijawab', 'bertanggung', 'jadi', 'kim', 'demi', 'membayar', 'kebanyakan', 'semua', 'mengendalikan', 'berita', 'yang', 'dirinya', 'telepon', 'oleh', 'ye', 'keras', 'musti', 'kejam', 'sikap', 'baca', 'kepada', 'agar', 'kuat', 'moral', 'lebih', 'membuatnya', 'bayar', 'bin', 'terus', 'medalist', 'harap', 'soo', 'untuk', 'mas', 'tapi', 'atas', 'keluar', 'kasihan', 'belum', 'pendapat', 'menghamili', 'benar', 'karier', 'lagi', 'bisa', 'pada', 'ini', 'sae', 'umur', 'pikir', 'menyerahkan', 'dia', 'merusak', 'cewek', 'apakah', 'masih', 'diberitahu', 'dibawah', 'sendiri', 'kabarnya', 'saya', 'karena', 'diberitakan', 'jauh', 'diaborsi', 'sesuatu', 'mau', 'dingin', 'sehingga', 'terjadi', 'ron', 'mendapat', 'seo', 'gadis', 'itu', 'apa', 'hansol', 'seorang', 'adalah', 'mustinya', 'ksr', 'ingin', 'tidak', 'dari', 'tahu', 'kabar', 'kasih', 'muda', 'mereka', 'jin', 'buruk', 'diri', 'memperbolehkan', 'hutang', 'bagi', 'won', 'sebelumnya', 'tindakannya', 'hamil', 'punya', 'jawab', 'pendapatku', 'sudah']","['tua', 'mengharuskan', 'artis', 'hyun', 'minim', 'agensi', 'kerasnya', 'bantu', 'standard', 'terpukul', 'gold', 'bertanggung', 'kim', 'membayar', 'kebanyakan', 'mengendalikan', 'berita', 'telepon', 'ye', 'keras', 'musti', 'kejam', 'sikap', 'baca', 'kuat', 'moral', 'membuatnya', 'bayar', 'bin', 'medalist', 'harap', 'soo', 'mas', 'kasihan', 'pendapat', 'menghamili', 'karier', 'sae', 'umur', 'pikir', 'menyerahkan', 'merusak', 'cewek', 'diberitahu', 'dibawah', 'kabarnya', 'diberitakan', 'diaborsi', 'dingin', 'ron', 'seo', 'gadis', 'hansol', 'mustinya', 'ksr', 'kabar', 'kasih', 'muda', 'jin', 'buruk', 'memperbolehkan', 'hutang', 'won', 'tindakannya', 'hamil', 'pendapatku']","['tua', 'harus', 'artis', 'hyun', 'minim', 'agens', 'keras', 'bantu', 'standard', 'pukul', 'gold', 'tanggung', 'kim', 'bayar', 'banyak', 'kendali', 'berita', 'telepon', 'ye', 'keras', 'musti', 'kejam', 'sikap', 'baca', 'kuat', 'moral', 'buat', 'bayar', 'bin', 'medalist', 'harap', 'soo', 'mas', 'kasihan', 'dapat', 'hamil', 'karier', 'sae', 'umur', 'pikir', 'serah', 'rusak', 'cewek', 'diberitahu', 'bawah', 'kabar', 'berita', 'aborsi', 'dingin', 'ron', 'seo', 'gadis', 'hansol', 'mustinya', 'ksr', 'kabar', 'kasih', 'muda', 'jin', 'buruk', 'boleh', 'hutang', 'won', 'tindak', 'hamil', 'dapat']",tua harus artis hyun minim agens keras bantu standard pukul gold tanggung kim bayar banyak kendali berita telepon ye keras musti kejam sikap baca kuat moral buat bayar bin medalist harap soo mas kasihan dapat hamil karier sae umur pikir serah rusak cewek diberitahu bawah kabar berita aborsi dingin ron seo gadis hansol mustinya ksr kabar kasih muda jin buruk boleh hutang won tindak hamil dapat
